PaperID|Title|Authors|Venue|Year
53e9a627b7602d9702f57d83|Report on the Workshop on Metadata Management in Grid and Peer-to-Peer Systems, London, December 16, 2003.|Kevin Keenoy, Alexandra Poulovassilis, Vassilis Christophides, George Loizou, Giorgos Kokkinidis, George Samaras, Nicolas Spyratos|SIGMOD Record|2004
53e99beab7602d9702491f3b|Why Decision Support Fails and How To Fix It.|Ralph Kimball, Kevin Strehlo|SIGMOD Record|1995
53e9984fb7602d9702084ef1|TODS Special Issues.|Richard T. Snodgrass|SIGMOD Record|2004
53e9b572b7602d97040ab2e0|Time management for new faculty.|Anastassia Ailamaki, Johannes Gehrke|SIGMOD Record|2003
53e99cc2b7602d9702578f47|Re-designing Distance Functions and Distance-Based Applications for High Dimensional Data.|Charu C. Aggarwal|SIGMOD Record|2001
53e9bafbb7602d97047300c0|A Study on Data Point Search for HG-Trees.|Joseph K. P. Kuan, Paul H. Lewis|SIGMOD Record|1999
53e9a869b7602d97031b4e84|Semantic Integration Workshop at the 2nd International Semantic Web Conference (ISWC-2003).|AnHai Doan, Alon Y. Halevy, Natalya Fridman Noy|SIGMOD Record|2004
53e997c2b7602d9701fafd6b|Spatial Operators.|Eliseo Clementini, Paolino Di Felice|SIGMOD Record|2000
53e9ad04b7602d97036e08d1|QUASAR: quality aware sensing architecture.|Iosif Lazaridis, Qi Han, Xingbo Yu, Sharad Mehrotra, Nalini Venkatasubramanian, Dmitri V. Kalashnikov, Weiwen Yang|SIGMOD Record|2004
53e99aa6b7602d970231e863|Interview with Jim Gray.|Marianne Winslett|SIGMOD Record|2003
53e9af33b7602d970396e6ca|MQSeries and CICS Link for Lotus Notes.||SIGMOD Record|1996
53e99b1bb7602d97023b1913|Shutdown, Budget, and Funding.|Xiaolei Qian|SIGMOD Record|1996
53e99e93b7602d9702759158|"A Consumer Viewpoint on ""Mediator Languages - a Proposal for a Standard""."|Arnon Rosenthal, Eric Hughes, Scott Renner, Leonard J. Seligman|SIGMOD Record|1997
53e9b78ab7602d97043303cf|Learning about data integration challenges from day one.|Alon Y. Halevy|SIGMOD Record|2003
53e9a27ab7602d9702b7fc2f|T2: A Customizable Parallel Database for Multi-Dimensional Data.|Chialin Chang, Anurag Acharya, Alan Sussman, Joel H. Saltz|SIGMOD Record|1998
53e9a317b7602d9702c230ca|Career-Enhancing Services at SIGMOD Online.|Alexandros Labrinidis, Alberto O. Mendelzon|SIGMOD Record|2001
53e99800b7602d970200b603|Editor's Notes.|Ling Liu|SIGMOD Record|2002
53e99809b7602d970201f952|Chair's Message.|M. Tamer Özsu|SIGMOD Record|2001
53e9a263b7602d9702b67c26|"Report on the Dagstuhl Seminar: ""data quality on the Web""."|Michael Gertz, M. Tamer Özsu, Gunter Saake, Kai-Uwe Sattler|SIGMOD Record|2004
53e99e5bb7602d9702722274|Guidelines for Presentation and Comparison of Indexing Techniques.|Justin Zobel, Alistair Moffat, Kotagiri Ramamohanarao|SIGMOD Record|1996
53e99ea0b7602d9702766094|Report on the Semantic Web Workshop at WWW 2002.|Martin R. Frank, Natalya Fridman Noy, Steffen Staab|SIGMOD Record|2002
53e9a7e3b7602d9703122916|Foreword: Management of Semistructured Data.|Dan Suciu|SIGMOD Record|1997
53e9a0d9b7602d97029c5404|Semantic Interoperability in Information Services: Experiencing with CoopWARE.|Avigdor Gal|SIGMOD Record|1999
53e9a22cb7602d9702b3322e|Report on the 4th International Conference on Mobile Data Management.|Panos K. Chrysanthis, Morris Sloman, Arkady B. Zaslavsky|SIGMOD Record|2003
53e9ba33b7602d9704643f51|TSQL2 Temporal Query Language / TSQL2 and SQL3 Interactions: Copy of ftp://ftp.cs.arizona.edu/tsql/tsql2/|Richard T. Snodgrass|ACM SIGMOD Anthology|2001
53e9a7d5b7602d9703113bf6|Foreword to the Silver Edition|Richard T. Snodgrass, M. Tamer Özsu|ACM SIGMOD Anthology|2001
53e9b029b7602d9703a851b0|Multics Relational Data Store (MRDS)|James A. Weeldreyer, Oris Friesen|ACM SIGMOD Anthology|2001
53e9bc31b7602d97048a043a|G-EXEC geological data handling system|Stephen Henley|ACM SIGMOD Anthology|2001
53e99ab2b7602d970232d097|Foreword to Volume 1|Richard T. Snodgrass|ACM SIGMOD Anthology|1999
53e99b1bb7602d97023b37b0|SIGMOD Chair's Message|Richard T. Snodgrass|ACM SIGMOD Anthology|2000
53e99800b7602d970200d7e1|Editor's Message|Michael Ley|ACM SIGMOD Anthology|2000
53e997e9b7602d9701fe4373|Business System 12|Hugh Darwen|ACM SIGMOD Anthology|2001
53e9989bb7602d97020d1335|Where is Business Intelligence taking today's Database Systems?|William O'Connell, Andrew Witkowski, Ramesh Bhashyam, Surajit Chaudhuri|VLDB|2004
53e99853b7602d97020893ee|The Oracle Warehouse.|Gary Hallmark|VLDB|1995
53e9a408b7602d9702d1f790|The Fittest Survives: An Adaptive Approach to Query Optimization.|Hongjun Lu, Kian-Lee Tan, Son Dao|VLDB|1995
53e9a57db7602d9702ea96d6|Mining Frequent Itemsets Using Support Constraints.|Ke Wang, Yu He, Jiawei Han|VLDB|2000
53e9b32bb7602d9703dfcb36|Data Mining in the Bioinformatics Domain.|Shalom Tsur|VLDB|2000
53e9a914b7602d9703266540|MapInfo SpatialWare: A Spatial Information Server for RDBMS.|Chebel Mina|VLDB|1998
53e9a343b7602d9702c4a52f|Toto, We're Not in Kansas Anymore: On Transitioning from Research to the Real (Invited Industrial Talk).|Michael J. Carey|VLDB|2000
53e99e7fb7602d9702741767|Semantic Integration of Environmental Models for Application to Global Information Systems and Decision-Making.|D. Scott Mackay|SIGMOD Record|1999
53e99ccab7602d970257c485|Report on the ACM Fourth International Workshop on Data Warehousing and OLAP (DOLAP 2001).|Joachim Hammer|SIGMOD Record|2002
53e9af0cb7602d9703940b40|Identifying Similarities, Periodicities and Bursts for Online Search Queries.|Michail Vlachos, Christopher Meek, Zografoula Vagena, Dimitrios Gunopulos|SIGMOD Conference|2004
53e9bdfdb7602d9704aad552|Rondo: A Programming Platform for Generic Model Management.|Sergey Melnik, Erhard Rahm, Philip A. Bernstein|SIGMOD Conference|2003
53e9a946b7602d970329b029|Information Sharing Across Private Databases.|Rakesh Agrawal, Alexandre V. Evfimievski, Ramakrishnan Srikant|SIGMOD Conference|2003
53e9b4a5b7602d9703fb12e1|XL: a platform for web services.|Daniela Florescu, Andreas Grünhagen, Donald Kossmann, Steffen Rost|SIGMOD Conference|2002
53e9b565b7602d97040a13bb|Towards Knowledge-Based Digital Libraries.|Ling Feng, Manfred A. Jeusfeld, Jeroen Hoppenbrouwers|SIGMOD Record|2001
53e9a07ab7602d9702963797|SQL and Management of External Data.|Jim Melton, Jan-Eike Michels, Vanja Josifovski, Krishna G. Kulkarni, Peter M. Schwarz, Kathy Zeidenstein|SIGMOD Record|2001
53e99938b7602d9702179229|Piers: An Efficient Model for Similarity Search in DNA Sequence Databases.|Xia Cao, Shuai Cheng Li, Beng Chin Ooi, Anthony K. H. Tung|SIGMOD Record|2004
53e9ab5ab7602d97034f043a|Advances in Databases and Information Systems (ADBIS).|Albertas Caplinskas, Johann Eder, Olegas Vasilecas|SIGMOD Record|2002
53e9b79fb7602d9704348bdc|Standards for databases on the grid.|Susan Malaika, Andrew Eisenberg, Jim Melton|SIGMOD Record|2003
53e9984fb7602d97020823cf|Unbundling Active Functionality.|Stella Gatziu, Arne Koschel, Günter von Bültzingsloewen, Hans Fritschi|SIGMOD Record|1998
53e99aa6b7602d970231eb46|Interview with Phil Bernstein.|Marianne Winslett|SIGMOD Record|2004
53e9acfdb7602d97036d9e4c|SQL: 2003 has been published.|Andrew Eisenberg, Jim Melton, Krishna G. Kulkarni, Jan-Eike Michels, Fred Zemke|SIGMOD Record|2004
53e99809b7602d970201f928|Chair's Message.|M. Tamer Özsu|SIGMOD Record|2004
53e9984fb7602d970208515b|Treasurer's Message.|Joachim Hammer|SIGMOD Record|2000
53e9abb2b7602d9703562b90|Domains, Relations and Religious Wars.|Rafael Camps|SIGMOD Record|1996
53e9b95bb7602d9704544971|Mediator Languages - a Proposal for a Standard.|Peter Buneman, Louiqa Raschid, Jeffrey D. Ullman|SIGMOD Record|1997
53e997e9b7602d9701fe4527|Book review column.|Karl Aberer|SIGMOD Record|2003
53e99931b7602d97021720a2|Intelligent Access to Heterogeneous Information Sources: Report on the 4th Workshop on Knowledge Representation Meets Databases.|Franz Baader, Manfred A. Jeusfeld, Werner Nutt|SIGMOD Record|1997
53e99800b7602d970200b618|Editor's Notes.|Jennifer Widom|SIGMOD Record|1995
53e9a958b7602d97032aef11|Structured Databases on the Web: Observations and Implications.|Kevin Chen-Chuan Chang, Bin He, Chengkai Li, Mitesh Patel, Zhen Zhang|SIGMOD Record|2004
53e99af2b7602d970237e0d4|The XML Typechecking Problem.|Dan Suciu|SIGMOD Record|2002
53e99d7ab7602d970263389b|A Denotational Semantics for Continuous Queries over Streams and Relations.|Arvind Arasu, Jennifer Widom|SIGMOD Record|2004
53e9a67cb7602d9702fb0492|From the Guest Editors - Special Section on Data Management Issues in Mobile Computing.|Margaret H. Dunham, Abdelsalam Helal|SIGMOD Record|1995
53e9a55cb7602d9702e84b64|CiVeDi: A Customized Virtual Environment for Database Interaction.|Pietro Mazzoleni, Elisa Bertino, Elena Ferrari, Stefano Valtolina|SIGMOD Record|2004
53e99aecb7602d9702373ecd|Toward network data independence.|Joseph M. Hellerstein|SIGMOD Record|2003
53e9aa6eb7602d97033e467d|An Overview and Classification of Mediated Query Systems.|Ruxandra Domenig, Klaus R. Dittrich|SIGMOD Record|1999
53e9a635b7602d9702f636c2|An Evaluation of XML Indexes for Structural Join.|Hanyu Li, Mong-Li Lee, Wynne Hsu, Chao Chen|SIGMOD Record|2004
53e9ba90b7602d97046b8c5c|ACM TODS in this Internet Age.|Richard T. Snodgrass|SIGMOD Record|2003
53e997bdb7602d9701fa8a78|TODS Reviewers.|Richard T. Snodgrass|SIGMOD Record|2003
53e9987db7602d97020b8d3e|Data Mining-based Intrusion Detectors: An Overview of the Columbia IDS Project.|Salvatore J. Stolfo, Wenke Lee, Philip K. Chan, Wei Fan, Eleazar Eskin|SIGMOD Record|2001
53e9a217b7602d9702b1d9d0|Small Worlds: the Dynamics of Networks between Order and Randomness - Book Review.|Jie Wu 0012|SIGMOD Record|2002
53e9b79fb7602d970434728a|DBGlobe: a service-oriented P2P system for global computing.|Evaggelia Pitoura, Serge Abiteboul, Dieter Pfoser, George Samaras, Michalis Vazirgiannis|SIGMOD Record|2003
53e9984fb7602d970208515b|Treasurer's Message.|Joachim Hammer|SIGMOD Record|2003
53e9a6bcb7602d9702ff26e4|A Read-Only Transaction Anomaly Under Snapshot Isolation.|Alan Fekete, Elizabeth J. O'Neil, Patrick E. O'Neil|SIGMOD Record|2004
53e9af61b7602d97039a1592|Electronic Market: The Roadmap for University Libraries and Members to Survive in the Information Jungle.|Michael Christoffel, Sebastian Pulkowski, Bethina Schmitt, Peter C. Lockemann|SIGMOD Record|1998
53e9bc2cb7602d9704897121|Statistical grid-based clustering over data streams.|Nam Hun Park, Won Suk Lee|SIGMOD Record|2004
53e9b56cb7602d97040a7c9a|A Vision of Management of Complex Models.|Philip A. Bernstein, Alon Y. Halevy, Rachel Pottinger|SIGMOD Record|2000
53e9a63eb7602d9702f6e8b9|The Ecobase Project: Database and Web Technologies for Environmental Information Systems.|Asterio K. Tanaka, Patrick Valduriez|SIGMOD Record|2001
53e99c19b7602d97024c482a|Life Science Research and Data Management.|Amarnath Gupta|SIGMOD Record|2004
53e9984fb7602d9702087949|The Middleware Muddle.|David Ritter|SIGMOD Record|1998
53e99be3b7602d970248eb0d|A Framework for Providing Consistent and Recoverable Agent-Based Access to Heterogeneous in Mobile Databases.|Evaggelia Pitoura, Bharat K. Bhargava|SIGMOD Record|1995
53e99800b7602d970200b61b|Editor's Notes.|Jennifer Widom|SIGMOD Record|1996
53e9ae5cb7602d970387a189|Interviewing During a Tight Job Market.|Qiong Luo, Zachary G. Ives|SIGMOD Record|2002
53e9a051b7602d97029361aa|Report on the First International Conference on Ontologies, Databases and Applications of Semantics.|Karl Aberer|SIGMOD Record|2003
53e9b4bfb7602d9703fd4b36|ADEPT: An Agent-Based Approach to Business Process Management.|Nicholas R. Jennings, Timothy J. Norman, Peyman Faratin|SIGMOD Record|1998
53e9ae04b7602d970380f456|On Database Theory and XML.|Dan Suciu|SIGMOD Record|2001
53e9a099b7602d9702983634|A Case for Intelligent Disks (IDISKs).|Kimberly Keeton, David A. Patterson, Joseph M. Hellerstein|SIGMOD Record|1998
53e99a04b7602d970225310f|Developments at ACM TODS.|Richard T. Snodgrass|SIGMOD Record|2004
53e99822b7602d9702043510|SIGMOD Sister Societies.|Stefano Ceri, Leonid A. Kalinichenko, Masaru Kitsuregawa, Hongjun Lu, Z. Meral Özsoyoglu, Richard T. Snodgrass, Victor Vianu|SIGMOD Record|2000
53e99ed2b7602d970279f3e8|A Distributed Scientific Data Archive Using the Web, XML and SQL/MED.|Mark Papiani, Jasmin L. Wason, Alistair N. Dunlop, Denis A. Nicole|SIGMOD Record|1999
53e9b310b7602d9703dd84b6|Generating Dynamic Content at Database-Backed Web Servers: cgi-bin vs. mod_perl.|Alexandros Labrinidis, Nick Roussopoulos|SIGMOD Record|2000
53e9b33eb7602d9703e145a9|Database Management for Life Sciences Research.|H. V. Jagadish, Frank Olken|SIGMOD Record|2004
53e99846b7602d9702077b3d|XML Document Versioning.|Shu-Yao Chien, Vassilis J. Tsotras, Carlo Zaniolo|SIGMOD Record|2001
53e9a1aeb7602d9702aa56f1|BioFast: Challenges in Exploring Linked Life Science Sources.|Jens Bleiholder, Zoé Lacroix, Hyma Murthy, Felix Naumann, Louiqa Raschid, Maria-Esther Vidal|SIGMOD Record|2004
53e9bdacb7602d9704a5afe4|An Optimal Algorithm for Querying Tree Structures and its Applications in Bioinformatics.|Hsiao-Fei Liu, Ya-Hui Chang, Kun-Mao Chao|SIGMOD Record|2004
53e9b316b7602d9703ddf961|XPath processing in a nutshell.|Georg Gottlob, Christoph Koch, Reinhard Pichler|SIGMOD Record|2003
53e99a98b7602d970230e15c|Information Director's Message.|Alberto O. Mendelzon|SIGMOD Record|1998
53e99b16b7602d97023a96c2|Statement from the Treasurer.|Eric N. Hanson|SIGMOD Record|1999
53e9afb3b7602d9703a008d3|Logic-based Web Information Extraction.|Georg Gottlob, Christoph Koch|SIGMOD Record|2004
53e9a88db7602d97031dd7b8|A secure hierarchical model for sensor network.|Malik Ayed Tubaishat, Jian Yin, Biswajit Panja, Sanjay Kumar Madria|SIGMOD Record|2004
53e997bab7602d9701f9fff1|Industry Perspectives.|Leonard J. Seligman|SIGMOD Record|1997
53e9a4a3b7602d9702dc281a|Selective information dissemination in P2P networks: problems and solutions.|Manolis Koubarakis, Christos Tryfonopoulos, Stratos Idreos, Yannis Drougas|SIGMOD Record|2003
53e99931b7602d970216cec0|Data Management Research at The MITRE Corporation.|Arnon Rosenthal, Leonard J. Seligman, Catherine D. McCollum, Barbara T. Blaustein, Bhavani M. Thuraisingham, Edward Lafferty|SIGMOD Record|1995
53e9b91eb7602d97045093c1|ACT-NET - The Active Database Management System Manifesto: A Rulebase of ADBMS Features.||SIGMOD Record|1996
53e9a603b7602d9702f32f8e|Contracting in the Days of eBusiness.|Wolfgang Hümmer, Wolfgang Lehner, Hartmut Wedekind|SIGMOD Record|2002
53e9a79eb7602d97030dd354|A Response to R. Camps' Article ``Domains, Relations and Religious Wars''.|C. J. Date|SIGMOD Record|1996
53e99809b7602d970201f8e7|Chair's Message.|Richard T. Snodgrass|SIGMOD Record|2001
53e99809b7602d970201f928|Chair's Message.|M. Tamer Özsu|SIGMOD Record|2003
53e99d6bb7602d97026235a8|Review of The data warehouse toolkit: the complete guide to dimensional modeling (2nd edition) by Ralph Kimball, Margy Ross. John Wiley & Sons, Inc. 2002.|Alexander A. Anisimov|SIGMOD Record|2003
53e9a1edb7602d9702aee572|Managing Video Data in a Mobile Environment.|Rafael Alonso, Yuh-Lin Chang, Liviu Iftode, V. S. Mani|SIGMOD Record|1995
53e9be72b7602d9704b31b40|An Optimisation Scheme for Coalesce/Valid Time Selection Operator Sequences.|Costas Vassilakis|SIGMOD Record|2000
53e9a55cb7602d9702e80cc9|Mining Fuzzy Association Rules in Databases.|Chan Man Kuok, Ada Wai-Chee Fu, Man Hon Wong|SIGMOD Record|1998
53e9abb2b7602d9703562b03|Database Research at UT Arlington.|Sharma Chakravarthy, Y. Alp Aslandogan, Ramez Elmasri, Leonidas Fegaras, Jung-Hwan Oh|SIGMOD Record|2003
53e9a09fb7602d97029891c2|Wrapper Generation for Semi-structured Internet Sources.|Naveen Ashish, Craig A. Knoblock|SIGMOD Record|1997
53e99aacb7602d9702325e77|Guest editor's introduction.|Karl Aberer|SIGMOD Record|2003
53e9b0fbb7602d9703b764b7|On the Cost of Monitoring and Reorganization of Object Bases for Clustering.|Carsten Andreas Gerlhof, Alfons Kemper, Guido Moerkotte|SIGMOD Record|1996
53e9b66cb7602d97041d02a6|Automatic Composite Wrapper Generation for Semi-Structured Biological Data Based on Table Structure Identification.|Liangyou Chen, Hasan M. Jamil, Nan Wang 0002|SIGMOD Record|2004
53e9a2fab7602d9702c03daf|CAPE: Continuous Query Engine with Heterogeneous-Grained Adaptivity.|Elke A. Rundensteiner, Luping Ding, Timothy M. Sutherland, Yali Zhu, Bradford Pielech, Nishant K. Mehta|VLDB|2004
53e9b5fab7602d970414bcc9|The Rubicon of Smart Data.|Roger King|VLDB|2002
53e9a145b7602d9702a35ff5|Online Scaling in a Highly Available Database.|Svein Erik Bratsberg, Rune Humborstad|VLDB|2001
53e99de8b7602d97026a89f1|A Product Specification Database for Visual Prototyping.|Kazutoshi Sumiya, Kouichi Yasutake, Hirohiko Tanaka, Norio Sanada, Yoshihiko Imai|VLDB|1995
53e9bb0eb7602d9704746aa9|Efficient User-Adaptable Similarity Search in Large Multimedia Databases.|Thomas Seidl, Hans-Peter Kriegel|VLDB|1997
53e99967b7602d97021a75ab|An Efficient Cost-Driven Index Selection Tool for Microsoft SQL Server.|Surajit Chaudhuri, Vivek R. Narasayya|VLDB|1997
53e9acfeb7602d97036ddaf2|Near Neighbor Search in Large Metric Spaces.|Sergey Brin|VLDB|1995
53e9b108b7602d9703b87088|The A-tree: An Index Structure for High-Dimensional Spaces Using Relative Approximation.|Yasushi Sakurai, Masatoshi Yoshikawa, Shunsuke Uemura, Haruhiko Kojima|VLDB|2000
53e9a7cfb7602d9703110ef4|Design and Implementation of a Genetic-Based Algorithm for Data Mining.|Sunil Choenni|VLDB|2000
53e99fddb7602d97028b76cb|Fast Algorithms for Maintaining Replica Consistency in Lazy Master Replicated Databases.|Esther Pacitti, Pascale Minet, Eric Simon|VLDB|1999
53e9a0fbb7602d97029e46ea|Addressing Techniques Used in Database Object Managers O2 and Orion.|André Gamache, Nadjiba Sahraoui|SIGMOD Record|1995
53e9b954b7602d970453d01f|Sampling Large Databases for Association Rules.|Hannu Toivonen|VLDB|1996
53e99f63b7602d9702832e80|Constructing and integrating data-centric Web Applications: Methods, Tools, and Techniques.|Stefano Ceri, Ioana Manolescu|VLDB|2003
53e9bcfcb7602d970498408c|Navigating large-scale semi-structured data in business portals.|Mani Abrol, Neil Latarche, Uma Mahadevan, Jianchang Mao, Rajat Mukherjee, Prabhakar Raghavan, Michel Tourn, John Wang, Grace Zhang|VLDB|2001
53e9b2d7b7602d9703d88217|Active Storage Hierarchy, Database Systems and Applications - Socratic Exegesis.|Felipe Cariño, William O'Connell, John Burgess, Joel H. Saltz|VLDB|1999
53e9a89bb7602d97031e9380|Chameleon: an Extensible and Customizable Tool for Web Data Translation.|Riccardo Torlone, Paolo Atzeni|VLDB|2003
53e99fd0b7602d97028a969e|Sampling-Based Estimation of the Number of Distinct Values of an Attribute.|Peter J. Haas, Jeffrey F. Naughton, S. Seshadri, Lynne Stokes|VLDB|1995
53e9af07b7602d970393f7f4|A Shrinking-Based Approach for Multi-Dimensional Data Analysis.|Yong Shi, Yuqing Song, Aidong Zhang|VLDB|2003
53e9aa9cb7602d9703413318|Business Modelling Using SQL Spreadsheets.|Andrew Witkowski, Srikanth Bellamkonda, Tolga Bozkaya, Nathan Folkert, Abhinav Gupta, Lei Sheng, Sankar Subramanian|VLDB|2003
53e9aa02b7602d970336e21f|A Dependability Benchmark for OLTP Application Environments.|Marco Vieira, Henrique Madeira|VLDB|2003
53e9aaa3b7602d970341d97f|Tavant System Architecture for Sell-side Channel Management.|Srinivasa Narayanan, Subbu N. Subramanian|VLDB|2001
53e99c52b7602d9702500576|IrisNet: An Architecture for Internet-scale Sensing Services.|Suman Nath, Amol Deshpande, Yan Ke, Phillip B. Gibbons, Brad Karp, Srinivasan Seshan|VLDB|2003
53e9b062b7602d9703ac93d8|RRXF: Redundancy reducing XML storage in relations.|Yi Chen 0001, Susan B. Davidson, Carmem S. Hara, Yifeng Zheng|VLDB|2003
53e9aabdb7602d970343a6d2|Flexible and scalable digital library search.|Henk Ernst Blok, Menzo Windhouwer, Roelof van Zwol, Milan Petkovic, Peter M. G. Apers, Martin L. Kersten, Willem Jonker|VLDB|2001
53e9aa50b7602d97033c12f9|The XPS Approach to Loading and Unloading Terabyte Databases.|Sanket Atal|VLDB|1996
53e9bb9ab7602d97047e2ba2|Improving Performance with Bulk-Inserts in Oracle R-Trees.|Ning An, Kothuri Venkata Ravi Kanth, Siva Ravada|VLDB|2003
53e9a699b7602d9702fcbde8|Providing Database Migration Tools - A Practicioner's Approach.|Andreas Meier|VLDB|1995
53e9b6bfb7602d970424472d|Efficient Snapshot Differential Algorithms for Data Warehousing.|Wilburt Labio, Hector Garcia-Molina|VLDB|1996
53e9b4eeb7602d97040169ec|Efficient Processing of Expressive Node-Selecting Queries on XML Data in Secondary Storage: A Tree Automata-based Approach.|Christoph Koch|VLDB|2003
53e9b043b7602d9703aa51b4|Querying XML Views of Relational Data.|Jayavel Shanmugasundaram, Jerry Kiernan, Eugene J. Shekita, Catalina Fan, John E. Funderburk|VLDB|2001
53e9b381b7602d9703e63526|The Challenge of Process Data Warehousing.|Matthias Jarke, Thomas List, Jörg Köller|VLDB|2000
53e9afcdb7602d9703a21cb7|Supporting Top-k Join Queries in Relational Databases.|Ihab F. Ilyas, Walid G. Aref, Ahmed K. Elmagarmid|VLDB|2003
53e9a7a6b7602d97030e3e96|A 20/20 Vision of the VLDB-2020?|S. Misbah Deen, Anant Jhingran, Shamkant B. Navathe, Erich J. Neuhold, Gio Wiederhold|VLDB|2000
53e9a32eb7602d9702c37222|Querying a Multilevel Database: A Logical Analysis.|Frédéric Cuppens|VLDB|1996
53e99960b7602d97021a0c4c|Efficient Index Structures for String Databases.|Tamer Kahveci, Ambuj K. Singh|VLDB|2001
53e99c19b7602d97024c3b5c|Generalized Search Trees for Database Systems.|Joseph M. Hellerstein, Jeffrey F. Naughton, Avi Pfeffer|VLDB|1995
53e9bc80b7602d970490276f|DTL's DataSpot: Database Exploration Using Plain Language.|Shaul Dar, Gadi Entin, Shai Geva, Eran Palmon|VLDB|1998
53e9a576b7602d9702e9c502|Xquec: Pushing Queries to Compressed XML Data.|Andrei Arion, Angela Bonifati, Gianni Costa, Sandra D'Aguanno, Ioana Manolescu, Andrea Pugliese|VLDB|2003
53e9a9a2b7602d97032fefe9|Database Tuning: Principles, Experiments, and Troubleshooting Techniques.|Dennis Shasha, Philippe Bonnet|VLDB|2002
53e99b36b7602d97023d297b|Phrase Matching in XML.|Sihem Amer-Yahia, Mary F. Fernández, Divesh Srivastava, Yu Xu|VLDB|2003
53e99f0ab7602d97027da91e|XMark: A Benchmark for XML Data Management.|Albrecht Schmidt 0002, Florian Waas, Martin L. Kersten, Michael J. Carey, Ioana Manolescu, Ralph Busse|VLDB|2002
53e9a1c3b7602d9702abbece|AIDA: an Adaptive Immersive Data Analyzer.|Mehdi Sharifzadeh, Cyrus Shahabi, Bahareh Navai, Farid Parvini, Albert A. Rizzo|VLDB|2004
53e9a301b7602d9702c0c4cc|Evaluating Functional Joins Along Nested Reference Sets in Object-Relational and Object-Oriented Databases.|Reinhard Braumandl, Jens Claußen, Alfons Kemper|VLDB|1998
53e9af99b7602d97039e5318|Physical Data Independence, Constraints, and Optimization with Universal Plans|Alin Deutsch, Lucian Popa, Val Tannen|VLDB|1999
53e9a8cdb7602d970321fa81|Efficient Testing of High Performance Transaction Processing Systems.|D. Wildfogel, Ramana Yerneni|VLDB|1997
53e9b57cb7602d97040be738|The Oracle Universal Server Buffer.|William Bridge, Ashok Joshi, M. Keihl, Tirthankar Lahiri, Juan Loaiza, N. MacNaughton|VLDB|1997
53e9a0a6b7602d97029901cd|Exploiting Versions for Handling Updates in Broadcast Disks.|Evaggelia Pitoura, Panos K. Chrysanthis|VLDB|1999
53e9be50b7602d9704b0d16a|Quotient Cube: How to Summarize the Semantics of a Data Cube.|Laks V. S. Lakshmanan, Jian Pei, Jiawei Han|VLDB|2002
53e9b46fb7602d9703f70f15|OS Support for VLDBs: Unix Enhancements for the Teradata Data Base.|John Catozzi, Sorana Rabinovici|VLDB|1995
53e99b94b7602d9702439f10|Chip-Secured Data Access: Confidential Data on Untrusted Servers.|Luc Bouganim, Philippe Pucheral|VLDB|2002
53e9b564b7602d970409cc59|Quality-driven Integration of Heterogenous Information Systems.|Felix Naumann, Ulf Leser, Johann Christoph Freytag|VLDB|1999
53e99df7b7602d97026b7679|In Cyber Space No One can Hear You Scream.|Chris Pound|VLDB|1999
53e9ae05b7602d97038138b6|Clotho: Decoupling memory page layout from storage organization.|Minglong Shao, Jiri Schindler, Steven W. Schlosser, Anastassia Ailamaki, Gregory R. Ganger|VLDB|2004
53e9b884b7602d9704456ace|Views in a Large Scale XML Repository.|Sophie Cluet, Pierangelo Veltri, Dan Vodislav|VLDB|2001
53e9aa2bb7602d9703397ef0|Data Bubbles for Non-Vector Data: Speeding-up Hierarchical Clustering in Arbitrary Metric Spaces.|Jianjun Zhou, Jörg Sander|VLDB|2003
53e9a0e6b7602d97029d2721|The 3W Model and Algebra for Unified Data Mining.|Theodore Johnson, Laks V. S. Lakshmanan, Raymond T. Ng|VLDB|2000
53e9a8eab7602d97032392e8|Merging Models Based on Given Correspondences.|Rachel Pottinger, Philip A. Bernstein|VLDB|2003
53e9bd54b7602d97049e87d7|VizTree: a Tool for Visually Mining and Monitoring Massive Time Series Databases.|Jessica Lin 0001, Eamonn J. Keogh, Stefano Lonardi, Jeffrey P. Lankford, Donna M. Nystrom|VLDB|2004
53e9b607b7602d970415f830|Efficient Mining of XML Query Patterns for Caching.|Liang Huai Yang, Mong-Li Lee, Wynne Hsu|VLDB|2003
53e9ae49b7602d9703860085|DB2 Design Advisor: Integrated Automatic Physical Database Design.|Daniel C. Zilio, Jun Rao, Sam Lightstone, Guy M. Lohman, Adam J. Storm, Christian Garcia-Arellano, Scott Fadden|VLDB|2004
53e99bc6b7602d97024712de|Finding Intensional Knowledge of Distance-Based Outliers.|Edwin M. Knorr, Raymond T. Ng|VLDB|1999
53e9b8c1b7602d97044a20ba|Contrast Plots and P-Sphere Trees: Space vs. Time in Nearest Neighbour Searches.|Jonathan Goldstein, Raghu Ramakrishnan|VLDB|2000
53e9a089b7602d970296f76e|RoadRunner: Towards Automatic Data Extraction from Large Web Sites.|Valter Crescenzi, Giansalvatore Mecca, Paolo Merialdo|VLDB|2001
53e9a194b7602d9702a87174|WebFilter: A High-throughput XML-based Publish and Subscribe System.|João Pereira, Françoise Fabret, Hans-Arno Jacobsen, François Llirbat, Dennis Shasha|VLDB|2001
53e9bc0ab7602d970486e828|DISNIC-PLAN: A NICNET Based Distributed Database for Micro-level Planning in India.|M. Moni|VLDB|1996
