paperId_dblp,title_dblp,authors_dblp,venue_dblp,year_dblp,cleaned_title_dblp,cleaned_authors_dblp,index_dblp
53e9b029b7602d9703a851b0,Multics Relational Data Store (MRDS),"James A. Weeldreyer, Oris Friesen",ACM SIGMOD Anthology,2001,multics relational data store mrds,james a weeldreyer oris friesen,337
53e99b0ab7602d970239c216,Reminiscences on Influential Papers.,"Richard T. Snodgrass, Hector Garcia-Molina, Tomasz Imielinski, David Maier, Patricia G. Selinger, Jeffrey D. Ullman",SIGMOD Record,1998,reminiscences on influential papers,richard t snodgrass hector garcia molina tomasz imielinski david maier patricia g selinger jeffrey d ullman,1521
53e9b130b7602d9703baf9c8,"Watermarking relational data: framework, algorithms and analysis.","Rakesh Agrawal, Peter J. Haas, Jerry Kiernan",VLDB J.,2003,watermarking relational data framework algorithms and analysis,rakesh agrawal peter j haas jerry kiernan,1322
53e9b160b7602d9703be7f60,An Optimal and Progressive Algorithm for Skyline Queries.,"Dimitris Papadias, Yufei Tao, Greg Fu, Bernhard Seeger",SIGMOD Conference,2003,an optimal and progressive algorithm for skyline queries,dimitris papadias yufei tao greg fu bernhard seeger,1353
53e99c29b7602d97024d8b58,Review - Query Optimization by Predicate Move-Around.,Divesh Srivastava,ACM SIGMOD Digital Review,2000,review query optimization by predicate move around,divesh srivastava,1657
53e9abc5b7602d9703578d03,Data Mining: Practical Machine Learning Tools and Techniques - Book Review.,James Geller,SIGMOD Record,2002,data mining practical machine learning tools and techniques book review,james geller,83
53e9aa73b7602d97033e964d,FluXQuery: An Optimizing XQuery Processor for Streaming XML Data.,"Christoph Koch, Stefanie Scherzinger, Nicole Schweikardt, Bernhard Stegmaier",VLDB,2004,fluxquery an optimizing xquery processor for streaming xml data,christoph koch stefanie scherzinger nicole schweikardt bernhard stegmaier,962
53e99e04b7602d97026c5788,Middle East Technical University Software Research and Development Center.,Asuman Dogac,SIGMOD Record,1996,middle east technical university software research and development center,asuman dogac,514
53e9b40eb7602d9703f006b9,Semantic Integration of Semistructured and Structured Data Sources.,"Sonia Bergamaschi, Silvana Castano, Maurizio Vincini",SIGMOD Record,1999,semantic integration of semistructured and structured data sources,sonia bergamaschi silvana castano maurizio vincini,620
53e99796b7602d9701f5cf1b,Guest editorial.,"Vijay Atluri, Anupam Joshi, Yelena Yesha",VLDB J.,2003,guest editorial,vijay atluri anupam joshi yelena yesha,1177
53e9bb0eb7602d9704746aa9,Efficient User-Adaptable Similarity Search in Large Multimedia Databases.,"Thomas Seidl, Hans-Peter Kriegel",VLDB,1997,efficient user adaptable similarity search in large multimedia databases,thomas seidl hans peter kriegel,430
53e99c4bb7602d97024fc441,Reminiscences on Influential Papers - Kenneth A. Ross.,"Zachary G. Ives, Bertram Ludäscher, Ioana Manolescu",SIGMOD Record,2004,reminiscences on influential papers kenneth a ross,zachary g ives bertram lud scher ioana manolescu,119
53e9b2aab7602d9703d536d8,"Proceedings of the 2001 ACM SIGMOD international conference on Management of data, Santa Barbara, CA, USA, May 21-24, 2001","",SIGMOD Conference,2001,proceedings of the 2001 acm sigmod international conference on management of data santa barbara ca usa may 21 24 2001,"",1220
53e9ae7db7602d9703898153,Supporting State-Wide Immunisation Tracking Using Multi-Paradigm Workflow Technology.,"Amit P. Sheth, Krys Kochut, John A. Miller, Devashish Worah, Souvik Das, Chenye Lin, Devanand Palaniswami, John Lynch, Ivan Shevchenko",VLDB,1996,supporting state wide immunisation tracking using multi paradigm workflow technology,amit p sheth krys kochut john a miller devashish worah souvik das chenye lin devanand palaniswami john lynch ivan shevchenko,810
53e99c6eb7602d97025202f3,Plan-Per-Tuple Optimization Solution - Parallel Execution of Expensive User-Defined Functions.,"Felipe Cariño, William O'Connell",VLDB,1998,plan per tuple optimization solution parallel execution of expensive user defined functions,felipe cari o william o connell,1107
53e99fc3b7602d970289e46b,"Research and Practice in Federated Information Systems, Report of the EFIS '2000 International Workshop.","Wilhelm Hasselbring, Willem-Jan van den Heuvel, Geert-Jan Houben, Ralf-Detlef Kutsche, Bodo Rieger, Mark Roantree, Kazimierz Subieta",SIGMOD Record,2000,research and practice in federated information systems report of the efis 2000 international workshop,wilhelm hasselbring willem jan van den heuvel geert jan houben ralf detlef kutsche bodo rieger mark roantree kazimierz subieta,80
53e9b6bfb7602d970424472d,Efficient Snapshot Differential Algorithms for Data Warehousing.,"Wilburt Labio, Hector Garcia-Molina",VLDB,1996,efficient snapshot differential algorithms for data warehousing,wilburt labio hector garcia molina,453
53e9b4d4b7602d9703ff2db2,SQL/MED - A Status Report.,"Jim Melton, Jan-Eike Michels, Vanja Josifovski, Krishna G. Kulkarni, Peter M. Schwarz",SIGMOD Record,2002,sql med a status report,jim melton jan eike michels vanja josifovski krishna g kulkarni peter m schwarz,8
53e9b4a6b7602d9703fb64a3,XQuery: A Query Language for XML.,Donald D. Chamberlin,SIGMOD Conference,2003,xquery a query language for xml,donald d chamberlin,1812
53e99800b7602d970200b61b,Editor's Notes.,Jennifer Widom,SIGMOD Record,1996,editor s notes,jennifer widom,300
53e9a145b7602d9702a36c9a,Storage Service Providers: a Solution for Storage Management? (Panel).,"Banu Özden, Eran Gabber, Bruce Hillyer, Wee Teck Ng, Elizabeth A. M. Shriver, David J. DeWitt, Bruce Gordon, Jim Gray, John Wilkes",VLDB,2001,storage service providers a solution for storage management panel,banu zden eran gabber bruce hillyer wee teck ng elizabeth a m shriver david j dewitt bruce gordon jim gray john wilkes,215
53e9bb01b7602d9704736aa3,Database Research: Achievements and Opportunities Into the 21st Century.,"Abraham Silberschatz, Michael Stonebraker, Jeffrey D. Ullman",SIGMOD Record,1996,database research achievements and opportunities into the 21st century,abraham silberschatz michael stonebraker jeffrey d ullman,303
53e99ad7b7602d970235958d,The Cubetree Storage Organization.,"Nick Roussopoulos, Yannis Kotidis",VLDB,1998,the cubetree storage organization,nick roussopoulos yannis kotidis,884
53e99f02b7602d97027cc611,An Anonymous Electronic Commerce Scheme with an Off-Line Authority and Untrusted Agents.,"Josep Domingo-Ferrer, Jordi Herrera-Joancomartí",SIGMOD Record,1998,an anonymous electronic commerce scheme with an off line authority and untrusted agents,josep domingo ferrer jordi herrera joancomart,163
53e9ba70b7602d97046950d3,Building Light-Weight Wrappers for Legacy Web Data-Sources Using W4F.,"Arnaud Sahuguet, Fabien Azavant",VLDB,1999,building light weight wrappers for legacy web data sources using w4f,arnaud sahuguet fabien azavant,602
53e9b45eb7602d9703f59be1,FAÇADE: A Fast and Effective Approach to the Discovery of Dense Clusters in Noisy Spatial Data.,"Yu Qian, Gang Zhang, Kang Zhang",SIGMOD Conference,2004,fa ade a fast and effective approach to the discovery of dense clusters in noisy spatial data,yu qian gang zhang kang zhang,1483
53e99a2bb7602d97022880bb,Data Grid Management Systems.,"Arun Jagatheesan, Arcot Rajasekar",SIGMOD Conference,2003,data grid management systems,arun jagatheesan arcot rajasekar,1234
53e9b78ab7602d97043303cf,Learning about data integration challenges from day one.,Alon Y. Halevy,SIGMOD Record,2003,learning about data integration challenges from day one,alon y halevy,326
53e99846b7602d9702077788,XPath query containment.,Thomas Schwentick,SIGMOD Record,2004,xpath query containment,thomas schwentick,166
53e9b3e8b7602d9703ed46c1,MIL Primitives for Querying a Fragmented World.,"Peter A. Boncz, Martin L. Kersten",VLDB J.,1999,mil primitives for querying a fragmented world,peter a boncz martin l kersten,1156
53e9afb3b7602d97039ff677,"Don't Scrap It, Wrap It! A Wrapper Architecture for Legacy Data Sources.","Mary Tork Roth, Peter M. Schwarz",VLDB,1997,don t scrap it wrap it a wrapper architecture for legacy data sources,mary tork roth peter m schwarz,576
53e9b098b7602d9703b00038,Executing SQL over encrypted data in the database-service-provider model.,"Hakan Hacigümüs, Balakrishna R. Iyer, Chen Li, Sharad Mehrotra",SIGMOD Conference,2002,executing sql over encrypted data in the database service provider model,hakan hacig m s balakrishna r iyer chen li sharad mehrotra,1934
53e9ac33b7602d97035fcb94,Workflow management with service quality guarantees.,"Michael Gillmann, Gerhard Weikum, Wolfgang Wonner",SIGMOD Conference,2002,workflow management with service quality guarantees,michael gillmann gerhard weikum wolfgang wonner,1953
53e9b79fb7602d9704348bdc,Standards for databases on the grid.,"Susan Malaika, Andrew Eisenberg, Jim Melton",SIGMOD Record,2003,standards for databases on the grid,susan malaika andrew eisenberg jim melton,360
53e9b2d7b7602d9703d8aa3f,VXMLR: A Visual XML-Relational Database System.,"Aoying Zhou, Hongjun Lu, Shihui Zheng, Yuqi Liang, Long Zhang, Wenyun Ji, Zengping Tian",VLDB,2001,vxmlr a visual xml relational database system,aoying zhou hongjun lu shihui zheng yuqi liang long zhang wenyun ji zengping tian,960
53e9ba64b7602d970467fcd7,Research in database engineering at the University of Namur.,Jean-Luc Hainaut,SIGMOD Record,2003,research in database engineering at the university of namur,jean luc hainaut,851
53e9b360b7602d9703e3e098,Approximate query mapping: Accounting for translation closeness.,"Kevin Chen-Chuan Chang, Hector Garcia-Molina",VLDB J.,2001,approximate query mapping accounting for translation closeness,kevin chen chuan chang hector garcia molina,1192
53e9b403b7602d9703ef8825,CachePortal II: Acceleration of Very Large Scale Data Center-Hosted Database-driven Web Applications.,"Wen-Syan Li, Oliver Po, Wang-Pin Hsiung, K. Selçuk Candan, Divyakant Agrawal, Yusuf Akca, Kunihiro Taniguchi",VLDB,2003,cacheportal ii acceleration of very large scale data center hosted database driven web applications,wen syan li oliver po wang pin hsiung k sel uk candan divyakant agrawal yusuf akca kunihiro taniguchi,1101
53e99a62b7602d97022ce2ad,Managing Healthcare Data Hippocratically.,"Rakesh Agrawal, Ameet Kini, Kristen LeFevre, Amy Wang, Yirong Xu, Diana Zhou",SIGMOD Conference,2004,managing healthcare data hippocratically,rakesh agrawal ameet kini kristen lefevre amy wang yirong xu diana zhou,1456
53e9b500b7602d970402fdab,Spotfire: An Information Exploration Environment.,Christopher Ahlberg,SIGMOD Record,1996,spotfire an information exploration environment,christopher ahlberg,130
53e9b2d2b7602d9703d82ca4,Evaluating holistic aggregators efficiently for very large datasets.,"Lixin Fu, Sanguthevar Rajasekaran",VLDB J.,2004,evaluating holistic aggregators efficiently for very large datasets,lixin fu sanguthevar rajasekaran,1022
53e9ac8fb7602d9703664b1b,Report on The 1995 International Workshop on Temporal Databases.,"Arie Segev, Christian S. Jensen, Richard T. Snodgrass",SIGMOD Record,1995,report on the 1995 international workshop on temporal databases,arie segev christian s jensen richard t snodgrass,725
53e9abb2b7602d9703562b03,Database Research at UT Arlington.,"Sharma Chakravarthy, Y. Alp Aslandogan, Ramez Elmasri, Leonidas Fegaras, Jung-Hwan Oh",SIGMOD Record,2003,database research at ut arlington,sharma chakravarthy y alp aslandogan ramez elmasri leonidas fegaras jung hwan oh,421
53e9b326b7602d9703df52e8,Team communications among autonomous sensor swarms.,"Mario Gerla, Yunjung Yi",SIGMOD Record,2004,team communications among autonomous sensor swarms,mario gerla yunjung yi,712
53e9a905b7602d97032558cf,Review - Integrating Mining with Relational Database Systems: Alternatives and Implications.,Surajit Chaudhuri,ACM SIGMOD Digital Review,2000,review integrating mining with relational database systems alternatives and implications,surajit chaudhuri,1666
53e9aa50b7602d97033c12f9,The XPS Approach to Loading and Unloading Terabyte Databases.,Sanket Atal,VLDB,1996,the xps approach to loading and unloading terabyte databases,sanket atal,450
53e9b1b6b7602d9703c45035,Review - e-Commerce Bargain-Hunting with an UnBun Model.,Anant Jhingran,ACM SIGMOD Digital Review,2000,review e commerce bargain hunting with an unbun model,anant jhingran,1597
53e9a03bb7602d9702923b1c,Multimedia streaming in large-scale sensor networks with mobile swarms.,"Mario Gerla, Kaixin Xu",SIGMOD Record,2003,multimedia streaming in large scale sensor networks with mobile swarms,mario gerla kaixin xu,2125
53e9a7bab7602d97030f60ad,Large Databases for Remote Sensing and GIS.,A. R. Dasgupta,VLDB,1996,large databases for remote sensing and gis,a r dasgupta,599
53e99b0ab7602d970239c219,Reminiscences on Influential Papers.,"Kenneth A. Ross, Johannes Gehrke, Jun Rao",SIGMOD Record,2003,reminiscences on influential papers,kenneth a ross johannes gehrke jun rao,62
53e9a5a8b7602d9702ed4a4f,Stream Processing of XPath Queries with Predicates.,"Ashish Kumar Gupta, Dan Suciu",SIGMOD Conference,2003,stream processing of xpath queries with predicates,ashish kumar gupta dan suciu,1468
53e9bb52b7602d9704792047,Extracting and Exploiting Structure in Text Search.,Prabhakar Raghavan,SIGMOD Conference,2003,extracting and exploiting structure in text search,prabhakar raghavan,186
53e9b029b7602d9703a885d7,Applying Data Mining Techniques to a Health Insurance Information System.,"Marisa S. Viveros, John P. Nearhos, Michael J. Rothman",VLDB,1996,applying data mining techniques to a health insurance information system,marisa s viveros john p nearhos michael j rothman,212
53e9a07ab7602d9702963797,SQL and Management of External Data.,"Jim Melton, Jan-Eike Michels, Vanja Josifovski, Krishna G. Kulkarni, Peter M. Schwarz, Kathy Zeidenstein",SIGMOD Record,2001,sql and management of external data,jim melton jan eike michels vanja josifovski krishna g kulkarni peter m schwarz kathy zeidenstein,357
53e9a13fb7602d9702a33280,Staircase Join: Teach a Relational DBMS to Watch its (Axis) Steps.,"Torsten Grust, Maurice van Keulen, Jens Teubner",VLDB,2003,staircase join teach a relational dbms to watch its axis steps,torsten grust maurice van keulen jens teubner,601
53e9b8cdb7602d97044b07a0,Data Stream Query Processing: A Tutorial.,"Nick Koudas, Divesh Srivastava",VLDB,2003,data stream query processing a tutorial,nick koudas divesh srivastava,968
53e9b1ffb7602d9703c98cad,Optimizing Queries with Universal Quantification in Object-Oriented and Object-Relational Databases.,"Jens Claußen, Alfons Kemper, Guido Moerkotte, Klaus Peithner",VLDB,1997,optimizing queries with universal quantification in object oriented and object relational databases,jens clau en alfons kemper guido moerkotte klaus peithner,964
53e9a049b7602d970292d69c,KRDB '98: The 5th International Workshop on Knowledge Representation Meets Databases.,"Alexander Borgida, Vinay K. Chaudhri, Martin Staudt",SIGMOD Record,1998,krdb 98 the 5th international workshop on knowledge representation meets databases,alexander borgida vinay k chaudhri martin staudt,283
53e9a689b7602d9702fbaa52,PIVOT and UNPIVOT: Optimization and Execution Strategies in an RDBMS.,"Conor Cunningham, Goetz Graefe, César A. Galindo-Legaria",VLDB,2004,pivot and unpivot optimization and execution strategies in an rdbms,conor cunningham goetz graefe c sar a galindo legaria,1012
53e99a5cb7602d97022c411f,Materialized Views in Oracle.,"Randall G. Bello, Karl Dias, Alan Downing, James J. Feenan Jr., James L. Finnerty, William D. Norcott, Harry Sun, Andrew Witkowski, Mohamed Ziauddin",VLDB,1998,materialized views in oracle,randall g bello karl dias alan downing james j feenan jr james l finnerty william d norcott harry sun andrew witkowski mohamed ziauddin,1011
53e9a186b7602d9702a77d44,Further Improvements on Integrity Constraint Checking for Stratifiable Deductive Databases.,"Sin Yeung Lee, Tok Wang Ling",VLDB,1996,further improvements on integrity constraint checking for stratifiable deductive databases,sin yeung lee tok wang ling,778
53e99827b7602d9702048edf,Tutorial: Data Access.,"José A. Blakeley, Anand Deshpande",SIGMOD Conference,2000,tutorial data access,jos a blakeley anand deshpande,1482
53e99bf7b7602d97024a3d10,"The hB-Pi-Tree: A Multi-Attribute Index Supporting Concurrency, Recovery and Node Consolidation.","Georgios Evangelidis, David B. Lomet, Betty Salzberg",VLDB J.,1997,the hb pi tree a multi attribute index supporting concurrency recovery and node consolidation,georgios evangelidis david b lomet betty salzberg,2056
53e9a727b7602d970305e97a,Research Activities in Database Management and Information Retrieval at the University of Illinois at Chicago.,"Isabel F. Cruz, Ashfaq A. Khokhar, Bing Liu 0001, A. Prasad Sistla, Ouri Wolfson, Clement T. Yu",SIGMOD Record,2002,research activities in database management and information retrieval at the university of illinois at chicago,isabel f cruz ashfaq a khokhar bing liu 0001 a prasad sistla ouri wolfson clement t yu,675
53e9bd11b7602d970499a504,"Agents, Turst, and Information Access on the Semantic Web.","Timothy W. Finin, Anupam Joshi",SIGMOD Record,2002,agents turst and information access on the semantic web,timothy w finin anupam joshi,847
53e99b0ab7602d970239c7e4,Review - Object Operations Benchmark.,Marianne Winslett,ACM SIGMOD Digital Review,2001,review object operations benchmark,marianne winslett,1600
53e9a4d7b7602d9702df8236,Microsoft.com: A High-Scale Data Management and Transaction Processing Solution.,Sherri Kennamer,SIGMOD Conference,1998,microsoft com a high scale data management and transaction processing solution,sherri kennamer,1239
53e9ab55b7602d97034e87f3,Reverse Nearest Neighbor Queries for Dynamic Databases.,"Ioana Stanoi, Divyakant Agrawal, Amr El Abbadi",ACM SIGMOD Workshop on Research Issues in Data Mining and Knowledge Discovery,2000,reverse nearest neighbor queries for dynamic databases,ioana stanoi divyakant agrawal amr el abbadi,1767
53e9afcdb7602d9703a21cb7,Supporting top-k join queries in relational databases.,"Ihab F. Ilyas, Walid G. Aref, Ahmed K. Elmagarmid",VLDB J.,2004,supporting top k join queries in relational databases,ihab f ilyas walid g aref ahmed k elmagarmid,1148
53e99b63b7602d97024058ae,The Case for Enhanced Abstract Data Types.,"Praveen Seshadri, Miron Livny, Raghu Ramakrishnan",VLDB,1997,the case for enhanced abstract data types,praveen seshadri miron livny raghu ramakrishnan,984
53e9a25cb7602d9702b657f2,Enhancing External Consistency in Real-Time Transactions.,"Kwei-Jay Lin, Shing-Shan Peng",SIGMOD Record,1996,enhancing external consistency in real time transactions,kwei jay lin shing shan peng,705
53e9aff4b7602d9703a4b525,FeedbackBypass: A New Approach to Interactive Similarity Query Processing.,"Ilaria Bartolini, Paolo Ciaccia, Florian Waas",VLDB,2001,feedbackbypass a new approach to interactive similarity query processing,ilaria bartolini paolo ciaccia florian waas,1010
53e9b904b7602d97044eaf00,"Review - EXPRESS: A Data EXtraction, Processing, amd REStructuring System.",Philip A. Bernstein,ACM SIGMOD Digital Review,1999,review express a data extraction processing amd restructuring system,philip a bernstein,1604
53e9ae17b7602d9703826f0c,OODB Indexing by Class-Division.,"Sridhar Ramaswamy, Paris C. Kanellakis",SIGMOD Conference,1995,oodb indexing by class division,sridhar ramaswamy paris c kanellakis,1257
53e9b9a0b7602d9704590907,P2P-DIET: An Extensible P2P Service that Unifies Ad-hoc and Continuous Querying in Super-Peer Networks.,"Stratos Idreos, Manolis Koubarakis, Christos Tryfonopoulos",SIGMOD Conference,2004,p2p diet an extensible p2p service that unifies ad hoc and continuous querying in super peer networks,stratos idreos manolis koubarakis christos tryfonopoulos,1059
53e9a396b7602d9702ca8ec1,Mid-tier caching: the TimesTen approach.,Times-Ten Team,SIGMOD Conference,2002,mid tier caching the timesten approach,times ten team,1063
53e99a35b7602d97022949a2,Integrating and Updating Domain Knowledge with Data Mining.,Carsten Pohle,VLDB PhD Workshop,2003,integrating and updating domain knowledge with data mining,carsten pohle,1381
53e99d7ab7602d970263389b,A Denotational Semantics for Continuous Queries over Streams and Relations.,"Arvind Arasu, Jennifer Widom",SIGMOD Record,2004,a denotational semantics for continuous queries over streams and relations,arvind arasu jennifer widom,372
53e9a7f1b7602d9703132dca,Rate-based query optimization for streaming information sources.,"Stratis Viglas, Jeffrey F. Naughton",SIGMOD Conference,2002,rate based query optimization for streaming information sources,stratis viglas jeffrey f naughton,1462
53e9b2d2b7602d9703d821e3,Merge Replication in Microsoft's SQL Server 7.0.,Brad Hammond,SIGMOD Conference,1999,merge replication in microsoft s sql server 7 0,brad hammond,1902
53e9a1e1b7602d9702add6b4,Implementing Xquery 1.0: The Galax Experience.,"Mary F. Fernández, Jérôme Siméon, Byron Choi, Amélie Marian, Gargi Sur",VLDB,2003,implementing xquery 1 0 the galax experience,mary f fern ndez j r me sim on byron choi am lie marian gargi sur,221
53e9a447b7602d9702d6286f,On-line Reorganization of Sparsely-populated B+trees.,"Chendong Zou, Betty Salzberg",SIGMOD Conference,1996,on line reorganization of sparsely populated b trees,chendong zou betty salzberg,1480
53e9ba54b7602d970466d248,"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2.",Michael L. Brodie,VLDB,2000,panel future directions of database research the vldb broadening strategy part 2,michael l brodie,1082
53e9a689b7602d9702fb96f0,From Ternary Relationship to Relational Tables: A Case Against Common Beliefs.,Rafael Camps,SIGMOD Record,2002,from ternary relationship to relational tables a case against common beliefs,rafael camps,856
53e9ab07b7602d9703487d76,Materialized View Selection and Maintenance Using Multi-Query Optimization.,"Hoshi Mistry, Prasan Roy, S. Sudarshan 0001, Krithi Ramamritham",SIGMOD Conference,2001,materialized view selection and maintenance using multi query optimization,hoshi mistry prasan roy s sudarshan 0001 krithi ramamritham,1357
53e99c60b7602d9702513fb8,Beyond Document Similarity: Understanding Value-Based Search and Browsing Technologies.,"Andreas Paepcke, Hector Garcia-Molina, Gerard Rodríguez-Mulà, Junghoo Cho",SIGMOD Record,2000,beyond document similarity understanding value based search and browsing technologies,andreas paepcke hector garcia molina gerard rodr guez mul junghoo cho,2089
53e99894b7602d97020d08a1,Active XML: Peer-to-Peer Data and Web Services Integration.,"Serge Abiteboul, Omar Benjelloun, Ioana Manolescu, Tova Milo, Roger Weber",VLDB,2002,active xml peer to peer data and web services integration,serge abiteboul omar benjelloun ioana manolescu tova milo roger weber,916
53e9a46bb7602d9702d8880d,Review - Notes on Data Base Operating Systems.,David B. Lomet,ACM SIGMOD Digital Review,2000,review notes on data base operating systems,david b lomet,1629
53e9b72cb7602d97042c408e,Capturing Global Transactions from Multiple Recovery Log Files in a Partitioned Database System.,"Chengfei Liu, Bruce G. Lindsay 0001, Serge Bourbonnais, Elizabeth Hamel, Tuong C. Truong, Jens Stankiewitz",VLDB,2003,capturing global transactions from multiple recovery log files in a partitioned database system,chengfei liu bruce g lindsay 0001 serge bourbonnais elizabeth hamel tuong c truong jens stankiewitz,507
53e9b833b7602d97043f27af,Low-Cost Compensation-Based Query Processing.,"Øystein Grøvlen, Svein-Olaf Hvasshovd, Øystein Torbjørnsen",VLDB,1998,low cost compensation based query processing,ystein gr vlen svein olaf hvasshovd ystein torbj rnsen,1578
53e9aec4b7602d97038eab1c,Path Queries on Compressed XML.,"Peter Buneman, Martin Grohe, Christoph Koch",VLDB,2003,path queries on compressed xml,peter buneman martin grohe christoph koch,205
53e99796b7602d9701f5cf1d,Guest editorial.,"Philip A. Bernstein, Yannis E. Ioannidis, Raghu Ramakrishnan",VLDB J.,2003,guest editorial,philip a bernstein yannis e ioannidis raghu ramakrishnan,1182
53e999ffb7602d970224d2e2,Call for Book Reviews.,Karl Aberer,SIGMOD Record,2003,call for book reviews,karl aberer,108
53e9bb7ab7602d97047bc42f,Approximate Query Answering in High-Dimensional Data Cubes.,"Chris Jermaine, Renée J. Miller",ACM SIGMOD Workshop on Research Issues in Data Mining and Knowledge Discovery,2000,approximate query answering in high dimensional data cubes,chris jermaine ren e j miller,1782
53e9bb22b7602d970475b243,StatStream: Statistical Monitoring of Thousands of Data Streams in Real Time.,"Yunyue Zhu, Dennis Shasha",VLDB,2002,statstream statistical monitoring of thousands of data streams in real time,yunyue zhu dennis shasha,787
53e9adb6b7602d97037b6b56,Understanding Web Query Interfaces: Best-Effort Parsing with Hidden Syntax.,"Zhen Zhang, Bin He, Kevin Chen-Chuan Chang",SIGMOD Conference,2004,understanding web query interfaces best effort parsing with hidden syntax,zhen zhang bin he kevin chen chuan chang,1790
53e9aafab7602d970347fcab,"Adaptive, Hands-Off Stream Mining.","Spiros Papadimitriou, Anthony Brockwell, Christos Faloutsos",VLDB,2003,adaptive hands off stream mining,spiros papadimitriou anthony brockwell christos faloutsos,1393
53e99938b7602d9702178a2d,"Report on the 3rd Web Dynamics Workshop, at WWW'2004.","Mark Levene, Alexandra Poulovassilis",SIGMOD Record,2004,report on the 3rd web dynamics workshop at www 2004,mark levene alexandra poulovassilis,36
53e9998bb7602d97021cc2d6,Dynamic Service Matchmaking Among Agents in Open Information Environments.,"Katia P. Sycara, Matthias Klusch, Seth Widoff, Jianguo Lu",SIGMOD Record,1999,dynamic service matchmaking among agents in open information environments,katia p sycara matthias klusch seth widoff jianguo lu,2104
53e9afbab7602d9703a0a1aa,LEO - DB2's LEarning Optimizer.,"Michael Stillger, Guy M. Lohman, Volker Markl, Mokhtar Kandil",VLDB,2001,leo db2 s learning optimizer,michael stillger guy m lohman volker markl mokhtar kandil,1426
53e99b0ab7602d970239c211,Reminiscences on Influential Papers.,"Kenneth A. Ross, Frank Neven, Beng Chin Ooi",SIGMOD Record,2003,reminiscences on influential papers,kenneth a ross frank neven beng chin ooi,650
53e99f0ab7602d97027d57cf,Plan Mining by Divide-and-Conquer.,"Jiawei Han, Qiang Yang 0001, Edward Kim",1999 ACM SIGMOD Workshop on Research Issues in Data Mining and Knowledge Discovery,1999,plan mining by divide and conquer,jiawei han qiang yang 0001 edward kim,1761
53e9b946b7602d9704534e8a,Review - Using Lifetime Predictors to Improve Memory Allocation Performance.,Richard T. Snodgrass,ACM SIGMOD Digital Review,1999,review using lifetime predictors to improve memory allocation performance,richard t snodgrass,1690
53e9b40eb7602d9703f06558,Vertical and Horizontal Percentage Aggregations.,Carlos Ordonez,SIGMOD Conference,2004,vertical and horizontal percentage aggregations,carlos ordonez,751
53e9ad98b7602d9703792a54,Review - Supporting Valid-Time Indeterminacy.,Elisa Bertino,ACM SIGMOD Digital Review,2000,review supporting valid time indeterminacy,elisa bertino,1697
53e9b7a5b7602d970434da9d,The Heterogeneity Problem and Middleware Technology: Experiences with and Performance of Database Gateways.,"Fernando de Ferreira Rezende, Klaudia Hergula",VLDB,1998,the heterogeneity problem and middleware technology experiences with and performance of database gateways,fernando de ferreira rezende klaudia hergula,1000
53e9b137b7602d9703bbcc97,Relational Databases for Querying XML Documents: Limitations and Opportunities.,"Jayavel Shanmugasundaram, Kristin Tufte, Chun Zhang, Gang He, David J. DeWitt, Jeffrey F. Naughton",VLDB,1999,relational databases for querying xml documents limitations and opportunities,jayavel shanmugasundaram kristin tufte chun zhang gang he david j dewitt jeffrey f naughton,1132
53e9a508b7602d9702e2834a,Improving the Efficiency of Database-System Teaching.,Jeffrey D. Ullman,SIGMOD Conference,2003,improving the efficiency of database system teaching,jeffrey d ullman,2079
53e9bd38b7602d97049c42b1,On Efficiently Implementing SchemaSQL on an SQL Database System.,"Laks V. S. Lakshmanan, Fereidoon Sadri, Subbu N. Subramanian",VLDB,1999,on efficiently implementing schemasql on an sql database system,laks v s lakshmanan fereidoon sadri subbu n subramanian,572
53e9b505b7602d970403963f,Design and Implementation of RMP - A Virtual Electronic Market Place.,"Susanne Boll, Wolfgang Klas, Bernard Battaglin",SIGMOD Record,1998,design and implementation of rmp a virtual electronic market place,susanne boll wolfgang klas bernard battaglin,714
53e99938b7602d9702177541,Materialized Views Selection in a Multidimensional Database.,"Elena Baralis, Stefano Paraboschi, Ernest Teniente",VLDB,1997,materialized views selection in a multidimensional database,elena baralis stefano paraboschi ernest teniente,249
53e9a351b7602d9702c5e241,Efficient Filtering of XML Documents for Selective Dissemination of Information.,"Mehmet Altinel, Michael J. Franklin",VLDB,2000,efficient filtering of xml documents for selective dissemination of information,mehmet altinel michael j franklin,491
53e9bbfbb7602d970485a317,"Don't Be Lazy, Be Consistent: Postgres-R, A New Way to Implement Database Replication.","Bettina Kemme, Gustavo Alonso",VLDB,2000,don t be lazy be consistent postgres r a new way to implement database replication,bettina kemme gustavo alonso,1133
53e9a79eb7602d97030dd354,"A Response to R. Camps' Article ``Domains, Relations and Religious Wars''.",C. J. Date,SIGMOD Record,1996,a response to r camps article domains relations and religious wars,c j date,415
53e9a869b7602d97031b4e84,Semantic Integration Workshop at the 2nd International Semantic Web Conference (ISWC-2003).,"AnHai Doan, Alon Y. Halevy, Natalya Fridman Noy",SIGMOD Record,2004,semantic integration workshop at the 2nd international semantic web conference iswc 2003,anhai doan alon y halevy natalya fridman noy,319
