paperId_acm,title_acm,authors_acm,venue_acm,year_acm,cleaned_title_acm,cleaned_authors_acm,index_acm
5390880220f70186a0d77f72,Beyond document similarity: understanding value-based search and browsing technologies,"Andreas Paepcke, Hector Garcia-Molina, Gerard Rodriguez-Mula, Junghoo Cho",ACM SIGMOD Record,2000,beyond document similarity understanding value based search and browsing technologies,andreas paepcke hector garcia molina gerard rodriguez mula junghoo cho,1540
539087f320f70186a0d709fa,Semantic interoperability in global information systems,"A. M. Ouksel, A. Sheth",ACM SIGMOD Record,1999,semantic interoperability in global information systems,a m ouksel a sheth,1387
53908a9620f70186a0da47e3,XPERANTO: Middleware for Publishing Object-Relational Data as XML Documents,"Michael J. Carey, Jerry Kiernan, Jayavel Shanmugasundaram, Eugene J. Shekita, Subbu N. Subramanian",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,xperanto middleware for publishing object relational data as xml documents,michael j carey jerry kiernan jayavel shanmugasundaram eugene j shekita subbu n subramanian,2234
539087d920f70186a0d5ff9b,Query execution techniques for caching expensive methods,"Joseph M. Hellerstein, Jeffrey F. Naughton",SIGMOD '96 Proceedings of the 1996 ACM SIGMOD international conference on Management of data,1996,query execution techniques for caching expensive methods,joseph m hellerstein jeffrey f naughton,858
5390880220f70186a0d762e8,javax.XXL: a prototype for a library of query processing algorithms,"Jochen van den Bercken, Jens-Peter Dittrich, Bernhard Seeger",SIGMOD '00 Proceedings of the 2000 ACM SIGMOD international conference on Management of data,2000,javax xxl a prototype for a library of query processing algorithms,jochen van den bercken jens peter dittrich bernhard seeger,1515
539095ba20f70186a0df0f02,Developments at ACM TODS,Richard Snodgrass,ACM SIGMOD Record,2003,developments at acm tods,richard snodgrass,2856
53909f6920f70186a0e3a9a6,Incremental maintenance for non-distributive aggregate functions,"Themistoklis Palpanas, Richard Sidle, Roberta Cochrane, Hamid Pirahesh",VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases,2002,incremental maintenance for non distributive aggregate functions,themistoklis palpanas richard sidle roberta cochrane hamid pirahesh,321
539087f320f70186a0d6f961,Phoenix: making applications robust,"Roger Barga, David B. Lomet",SIGMOD '99 Proceedings of the 1999 ACM SIGMOD international conference on Management of data,1999,phoenix making applications robust,roger barga david b lomet,1328
53908a4020f70186a0d9e36f,Proceedings of the 26th International Conference on Very Large Data Bases,"Amr El Abbadi, Michael L. Brodie, Sharma Chakravarthy, Umeshwar Dayal, Nabil Kamel, Gunter Schlageter, Kyu-Young Whang",VLDB'00 Very Large Data Bases,2000,proceedings of the 26th international conference on very large data bases,amr el abbadi michael l brodie sharma chakravarthy umeshwar dayal nabil kamel gunter schlageter kyu young whang,1996
53908a7420f70186a0da4533,The Cubetree Storage Organization,"Nick Roussopoulos, Yannis Kotidis",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,the cubetree storage organization,nick roussopoulos yannis kotidis,2044
539087f320f70186a0d6f867,Online association rule mining,Christian Hidber,SIGMOD '99 Proceedings of the 1999 ACM SIGMOD international conference on Management of data,1999,online association rule mining,christian hidber,1290
5390972920f70186a0dfacb4,Efficient query reformulation in peer data management systems,"Igor Tatarinov, Alon Halevy",SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data,2004,efficient query reformulation in peer data management systems,igor tatarinov alon halevy,29
53908a9620f70186a0da4881,The BT-tree: A Branched and Temporal Access Method,"Linan Jiang, Betty Salzberg, David B. Lomet, Manuel Barrena García",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,the bt tree a branched and temporal access method,linan jiang betty salzberg david b lomet manuel barrena garc a,2254
53909f8c20f70186a0e401b8,Tamper detection in audit logs,"Richard T. Snodgrass, Shilong Stanley Yao, Christian Collberg",VLDB '04 Proceedings of the Thirtieth international conference on Very large data bases - Volume 30,2004,tamper detection in audit logs,richard t snodgrass shilong stanley yao christian collberg,553
53908a9620f70186a0da4e41,Fast Nearest Neighbor Search in Medical Image Databases,"Flip Korn, Nikolaos Sidiropoulos, Christos Faloutsos, Eliot Siegel, Zenon Protopapas",VLDB '96 Proceedings of the 22th International Conference on Very Large Data Bases,1996,fast nearest neighbor search in medical image databases,flip korn nikolaos sidiropoulos christos faloutsos eliot siegel zenon protopapas,2369
53909f6920f70186a0e3a97e,Multi-dimensional regression analysis of time-series data streams,"Yixin Chen, Guozhu Dong, Jiawei Han, Benjamin W. Wah, Jianyong Wang",VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases,2002,multi dimensional regression analysis of time series data streams,yixin chen guozhu dong jiawei han benjamin w wah jianyong wang,372
53909f8c20f70186a0e401de,A combined framework for grouping and order optimization,"Thomas Neumann, Guido Moerkotte",VLDB '04 Proceedings of the Thirtieth international conference on Very large data bases - Volume 30,2004,a combined framework for grouping and order optimization,thomas neumann guido moerkotte,584
5390962020f70186a0df3f45,An initial study of overheads of eddies,Amol Deshpande,ACM SIGMOD Record,2004,an initial study of overheads of eddies,amol deshpande,2892
5390882d20f70186a0d8daa2,Archiving scientific data,"Peter Buneman, Sanjeev Khanna, Keishi Tajima, Wang-Chiew Tan",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,archiving scientific data,peter buneman sanjeev khanna keishi tajima wang chiew tan,1845
539087d920f70186a0d5ff76,Fundamental techniques for order optimization,"David Simmen, Eugene Shekita, Timothy Malkemus",SIGMOD '96 Proceedings of the 1996 ACM SIGMOD international conference on Management of data,1996,fundamental techniques for order optimization,david simmen eugene shekita timothy malkemus,830
539087d920f70186a0d5ff7c,Two techniques for on-line index modification in shared nothing parallel databases,"Kiran J. Achyutuni, Edward Omiecinski, Shamkant B. Navathe",SIGMOD '96 Proceedings of the 1996 ACM SIGMOD international conference on Management of data,1996,two techniques for on line index modification in shared nothing parallel databases,kiran j achyutuni edward omiecinski shamkant b navathe,835
5390962020f70186a0df3f46,State-of-the-art in privacy preserving data mining,"Vassilios S. Verykios, Elisa Bertino, Igor Nai Fovino, Loredana Parasiliti Provenza, Yucel Saygin, Yannis Theodoridis",ACM SIGMOD Record,2004,state of the art in privacy preserving data mining,vassilios s verykios elisa bertino igor nai fovino loredana parasiliti provenza yucel saygin yannis theodoridis,2890
5390962020f70186a0df3f49,A context-aware methodology for very small data base design,"C. Bolchini, F. A. Schreiber, L. Tanca",ACM SIGMOD Record,2004,a context aware methodology for very small data base design,c bolchini f a schreiber l tanca,2882
539087dd20f70186a0d644e8,Efficient view maintenance at data warehouses,"D. Agrawal, A. El Abbadi, A. Singh, T. Yurek",SIGMOD '97 Proceedings of the 1997 ACM SIGMOD international conference on Management of data,1997,efficient view maintenance at data warehouses,d agrawal a el abbadi a singh t yurek,987
5390979920f70186a0dffb8e,"Report on the 3rd web dynamics workshop, at WWW'2004","Mark Levene, Alexandra Poulovassilis",ACM SIGMOD Record,2004,report on the 3rd web dynamics workshop at www 2004,mark levene alexandra poulovassilis,185
5390880220f70186a0d75f32,SQLEM: fast clustering in SQL using the EM algorithm,"Carlos Ordonez, Paul Cereghini",SIGMOD '00 Proceedings of the 2000 ACM SIGMOD international conference on Management of data,2000,sqlem fast clustering in sql using the em algorithm,carlos ordonez paul cereghini,1487
539087dd20f70186a0d6349c,Open GIS and on-line environmental libraries,Kenn Gardels,ACM SIGMOD Record,1997,open gis and on line environmental libraries,kenn gardels,939
558e18140cf2c779a64772bd,ACM SIGMOD Record,Jennifer Widom,ACM SIGMOD Record,1996,acm sigmod record,jennifer widom,875
5390975920f70186a0dfc97d,Querying bi-level information,"Sudarshan Murthy, David Maier, Lois Delcambre",Proceedings of the 7th International Workshop on the Web and Databases: colocated with ACM SIGMOD/PODS 2004,2004,querying bi level information,sudarshan murthy david maier lois delcambre,130
5390881220f70186a0d7f82c,Lifestreams: a storage model for personal data,"Eric Freeman, David Gelernter",ACM SIGMOD Record,1996,lifestreams a storage model for personal data,eric freeman david gelernter,1721
53909f6920f70186a0e3a98f,Maintaining coherency of dynamic data in cooperating repositories,"Shetal Shah, Krithi Ramamritham, Prashant Shenoy",VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases,2002,maintaining coherency of dynamic data in cooperating repositories,shetal shah krithi ramamritham prashant shenoy,369
53909f8c20f70186a0e401c7,Cache-conscious radix-decluster projections,"Stefan Manegold, Peter Boncz, Niels Nes, Martin Kersten",VLDB '04 Proceedings of the Thirtieth international conference on Very large data bases - Volume 30,2004,cache conscious radix decluster projections,stefan manegold peter boncz niels nes martin kersten,539
53908a7420f70186a0da45c6,Performance Measurements of Tertiary Storage Devices,"Theodore Johnson, Ethan L. Miller",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,performance measurements of tertiary storage devices,theodore johnson ethan l miller,2084
5390880d20f70186a0d7cd65,Theory of answering queries using views,Alon Y. Halevy,ACM SIGMOD Record,2000,theory of answering queries using views,alon y halevy,1574
53909f6920f70186a0e3a9c4,RTMonitor: real-time data monitoring using mobile agent technologies,"Kam-Yiu Lam, Alan Kwan, Krithi Ramamritham",VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases,2002,rtmonitor real time data monitoring using mobile agent technologies,kam yiu lam alan kwan krithi ramamritham,343
539089d320f70186a0d9c221,Report on the EDBT'02 panel on scientific data integration,"Omar Boucelma, Silvana Castano, Carole Goble, Vanja Josifovski, Zoé Lacroix, Bertram Ludäscher",ACM SIGMOD Record,2002,report on the edbt 02 panel on scientific data integration,omar boucelma silvana castano carole goble vanja josifovski zo lacroix bertram lud scher,1966
539087f320f70186a0d6f962,"PowerBookmarks: a system for personalizable Web information organization, sharing, and management","Wen-Syan Li, Quoc Vu, Edward Chang, Divyakant Agrawal, Kyoji Hirata, Sougata Mukherjea, Yi-Leh Wu, Corey Bufi, Chen-Chuan Kevin Chang, Yoshinori Hara, Reiko Ito, Yutaka Kimura, Kezuyuki Shimazu, Yukiyoshi Saito",SIGMOD '99 Proceedings of the 1999 ACM SIGMOD international conference on Management of data,1999,powerbookmarks a system for personalizable web information organization sharing and management,wen syan li quoc vu edward chang divyakant agrawal kyoji hirata sougata mukherjea yi leh wu corey bufi chen chuan kevin chang yoshinori hara reiko ito yutaka kimura kezuyuki shimazu yukiyoshi saito,1332
5390962020f70186a0df3f4c,Simulation data as data streams,"Ghaleb Abdulla, Terence Critchlow, William Arrighi",ACM SIGMOD Record,2004,simulation data as data streams,ghaleb abdulla terence critchlow william arrighi,2880
53908d6520f70186a0dd1a17,Formal semantics and analysis of object queries,G. M. Bierman,Proceedings of the 2003 ACM SIGMOD international conference on Management of data,2003,formal semantics and analysis of object queries,g m bierman,2727
539087f320f70186a0d6f88d,"O-O, what's happening to DB2?","M. Carey, D. Chamberlin, D. Doole, S. Rielau, N. Mattos, S. Narayanan, B. Vance, R. Swagerman",SIGMOD '99 Proceedings of the 1999 ACM SIGMOD international conference on Management of data,1999,o o what s happening to db2,m carey d chamberlin d doole s rielau n mattos s narayanan b vance r swagerman,1307
53908a9620f70186a0da47da,An Ultra Highly Available DBMS,"Svein-Olaf Hvasshovd, Svein Erik Bratsberg, Øystein Torbjørnsen",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,an ultra highly available dbms,svein olaf hvasshovd svein erik bratsberg ystein torbj rnsen,2215
53908b2a20f70186a0db9751,PicoDMBS: Scaling Down Database Techniques for the Smartcard,"Christophe Bobineau, Luc Bouganim, Philippe Pucheral, Patrick Valduriez",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,picodmbs scaling down database techniques for the smartcard,christophe bobineau luc bouganim philippe pucheral patrick valduriez,2481
53909f8c20f70186a0e3fe22,A nanotechnology-based approach to data storage,"E. Eleftheriou, P. Bächtold, G. Cherubini, A. Dholakia, C. Hagleitner, T. Loeliger, A. Pantazi, H. Pozidis, T. R. Albrecht, G. K. Binnig, M. Despont, U. Drechsler, U. Dürig, B. Gotsmann, D. Jubin, W. Häberle, M. A. Lantz, H. Rothuizen, R. Stutz, P. Vettiger, D. Wiesmann",VLDB '03 Proceedings of the 29th international conference on Very large data bases - Volume 29,2003,a nanotechnology based approach to data storage,e eleftheriou p b chtold g cherubini a dholakia c hagleitner t loeliger a pantazi h pozidis t r albrecht g k binnig m despont u drechsler u d rig b gotsmann d jubin w h berle m a lantz h rothuizen r stutz p vettiger d wiesmann,384
53908a7420f70186a0da448c,Incremental Organization for Data Recording and Warehousing,"H. V. Jagadish, P. P. S. Narayan, S. Seshadri, S. Sudarshan, Rama Kanneganti",VLDB '97 Proceedings of the 23rd International Conference on Very Large Data Bases,1997,incremental organization for data recording and warehousing,h v jagadish p p s narayan s seshadri s sudarshan rama kanneganti,2032
5390880220f70186a0d75f16,Designing and mining multi-terabyte astronomy archives: the Sloan Digital Sky Survey,"Alexander S. Szalay, Peter Z. Kunszt, Ani Thakar, Jim Gray, Don Slutz, Robert J. Brunner",SIGMOD '00 Proceedings of the 2000 ACM SIGMOD international conference on Management of data,2000,designing and mining multi terabyte astronomy archives the sloan digital sky survey,alexander s szalay peter z kunszt ani thakar jim gray don slutz robert j brunner,1485
53908a7420f70186a0da467d,Probabilistic Optimization of Top N Queries,"Donko Donjerkovic, Raghu Ramakrishnan",VLDB '99 Proceedings of the 25th International Conference on Very Large Data Bases,1999,probabilistic optimization of top n queries,donko donjerkovic raghu ramakrishnan,2166
53908d6520f70186a0dd19fa,QC-trees: an efficient summary structure for semantic OLAP,"Laks V. S. Lakshmanan, Jian Pei, Yan Zhao",Proceedings of the 2003 ACM SIGMOD international conference on Management of data,2003,qc trees an efficient summary structure for semantic olap,laks v s lakshmanan jian pei yan zhao,2710
539087dd20f70186a0d62b43,A framework for information visualisation,"Jessie B. Kennedy, Kenneth J. Mitchell, Peter J. Barclay",ACM SIGMOD Record,1996,a framework for information visualisation,jessie b kennedy kenneth j mitchell peter j barclay,935
53908a9620f70186a0da472f,"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2",Michael L. Brodie,VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,panel future directions of database research the vldb broadening strategy part 2,michael l brodie,2176
53909f8c20f70186a0e3fe2e,Optimized query execution in large search engines with global page ordering,"Xiaohui Long, Torsten Suel",VLDB '03 Proceedings of the 29th international conference on Very large data bases - Volume 29,2003,optimized query execution in large search engines with global page ordering,xiaohui long torsten suel,429
53908b4920f70186a0dbb09f,Guest editorial,"Fabio Casati, Ming-Chien Shan, Dimitrios Georgakopoulos",The VLDB Journal — The International Journal on Very Large Data Bases,2001,guest editorial,fabio casati ming chien shan dimitrios georgakopoulos,2625
5390972920f70186a0dfacf2,Managing healthcare data hippocratically,"Rakesh Agrawal, Ameet Kini, Kristen LeFevre, Amy Wang, Yirong Xu, Diana Zhou",SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data,2004,managing healthcare data hippocratically,rakesh agrawal ameet kini kristen lefevre amy wang yirong xu diana zhou,59
5390975920f70186a0dfc985,Best-match querying from document-centric XML,"Jaap Kamps, Maarten Marx, Maarten de Rijke, Börkur Sigurbjörnsson",Proceedings of the 7th International Workshop on the Web and Databases: colocated with ACM SIGMOD/PODS 2004,2004,best match querying from document centric xml,jaap kamps maarten marx maarten de rijke b rkur sigurbj rnsson,133
5390882d20f70186a0d8dab0,Skew handling techniques in sort-merge join,"Wei Li, Dengfeng Gao, Richard Thomas Snodgrass",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,skew handling techniques in sort merge join,wei li dengfeng gao richard thomas snodgrass,1781
53909f8c20f70186a0e401a1,Schema-based scheduling of event processors and buffer minimization for queries on structured data streams,"Christoph Koch, Stefanie Scherzinger, Nicole Schweikardt, Bernhard Stegmaier",VLDB '04 Proceedings of the Thirtieth international conference on Very large data bases - Volume 30,2004,schema based scheduling of event processors and buffer minimization for queries on structured data streams,christoph koch stefanie scherzinger nicole schweikardt bernhard stegmaier,522
539087e720f70186a0d6840a,Inferring structure in semistructured data,"Svetlozer Nestorov, Serge Abiteboul, Rajeev Motwani",ACM SIGMOD Record,1997,inferring structure in semistructured data,svetlozer nestorov serge abiteboul rajeev motwani,1063
53908a9620f70186a0da4d80,An Efficient Algorithm for Mining Association Rules in Large Databases,"Ashoka Savasere, Edward Omiecinski, Shamkant B. Navathe",VLDB '95 Proceedings of the 21th International Conference on Very Large Data Bases,1995,an efficient algorithm for mining association rules in large databases,ashoka savasere edward omiecinski shamkant b navathe,2353
53909f8c20f70186a0e3fe77,The BEA/XQRL streaming XQuery processor,"Daniela Florescu, Chris Hillery, Donald Kossmann, Paul Lucas, Fabio Riccardi, Till Westmann, Michael J. Carey, Arvind Sundararajan, Geetika Agrawal",VLDB '03 Proceedings of the 29th international conference on Very large data bases - Volume 29,2003,the bea xqrl streaming xquery processor,daniela florescu chris hillery donald kossmann paul lucas fabio riccardi till westmann michael j carey arvind sundararajan geetika agrawal,456
53908a9620f70186a0da4cf7,Dynamic Multi-Resource Load Balancing in Parallel Database Systems,"Erhard Rahm, Robert Marek",VLDB '95 Proceedings of the 21th International Conference on Very Large Data Bases,1995,dynamic multi resource load balancing in parallel database systems,erhard rahm robert marek,2306
53909f6920f70186a0e3a9cb,LegoDB: customizing relational storage for XML documents,"Philip Bohannon, Juliana Freire, Jayant R. Haritsa, Prasan Roy, Jérôme Siméon",VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases,2002,legodb customizing relational storage for xml documents,philip bohannon juliana freire jayant r haritsa prasan roy j r me sim on,353
539087cf20f70186a0d5b6df,Separability of polyhedra for optimal filtering of spatial and constraint data,"Alexander Brodsky, Catherine Lassez, Jean-Louis Lassez, Michael J. Maher",PODS '95 Proceedings of the fourteenth ACM SIGACT-SIGMOD-SIGART symposium on Principles of database systems,1995,separability of polyhedra for optimal filtering of spatial and constraint data,alexander brodsky catherine lassez jean louis lassez michael j maher,705
53908a9620f70186a0da4ef0,Facilitating Multimedia Database Exploration through Visual Interfaces and Perpetual Query Reformulations,"Wen-Syan Li, K. Selçuk Candan, Kyoji Hirata, Yoshinori Hara",VLDB '97 Proceedings of the 23rd International Conference on Very Large Data Bases,1997,facilitating multimedia database exploration through visual interfaces and perpetual query reformulations,wen syan li k sel uk candan kyoji hirata yoshinori hara,2424
53908e0020f70186a0dd49c0,Clustering of streaming time series is meaningless,"Jessica Lin, Eamonn Keogh, Wagner Truppel",DMKD '03 Proceedings of the 8th ACM SIGMOD workshop on Research issues in data mining and knowledge discovery,2003,clustering of streaming time series is meaningless,jessica lin eamonn keogh wagner truppel,2799
539087cf20f70186a0d5b542,Data management research at the MITRE Corporation,"Arnon Rosenthal, Len Seligman, Catherine McCollum, Barbara Blaustein, Bhavani Thuraisingham, Edward Lafferty",ACM SIGMOD Record,1995,data management research at the mitre corporation,arnon rosenthal len seligman catherine mccollum barbara blaustein bhavani thuraisingham edward lafferty,689
53909f8c20f70186a0e3fe9a,Data stream query processing: a tutorial,"Nick Koudas, Divesh Srivastava",VLDB '03 Proceedings of the 29th international conference on Very large data bases - Volume 29,2003,data stream query processing a tutorial,nick koudas divesh srivastava,483
5390881220f70186a0d7dbbb,Re-designing distance functions and distance-based applications for high dimensional data,Charu C. Aggarwal,ACM SIGMOD Record,2001,re designing distance functions and distance based applications for high dimensional data,charu c aggarwal,1580
539087dd20f70186a0d644e5,On-line warehouse view maintenance,"Dallan Quass, Jennifer Widom",SIGMOD '97 Proceedings of the 1997 ACM SIGMOD international conference on Management of data,1997,on line warehouse view maintenance,dallan quass jennifer widom,982
53908a9620f70186a0da4ee6,Multidimensional Access Methods: Trees Have Grown Everywhere,"Timos K. Sellis, Nick Roussopoulos, Christos Faloutsos",VLDB '97 Proceedings of the 23rd International Conference on Very Large Data Bases,1997,multidimensional access methods trees have grown everywhere,timos k sellis nick roussopoulos christos faloutsos,2404
53908a9620f70186a0da4d89,Type Classification of Semi-Structured Documents,"Markus Tresch, Neal Palmer, Allen Luniewski",VLDB '95 Proceedings of the 21th International Conference on Very Large Data Bases,1995,type classification of semi structured documents,markus tresch neal palmer allen luniewski,2320
53908b4920f70186a0dbabd3,"Advanced data processing in KRISYS: modeling concepts, implementation techniques, and client/server issues","Stefan De&#223/loch, Theo H&#228/rder, Nelson Mattos, Bernhard Mitschang, Joachim Thomas",The VLDB Journal — The International Journal on Very Large Data Bases,1998,advanced data processing in krisys modeling concepts implementation techniques and client server issues,stefan de 223 loch theo h 228 rder nelson mattos bernhard mitschang joachim thomas,2546
53909f6920f70186a0e3a994,Eliminating fuzzy duplicates in data warehouses,"Rohit Ananthakrishna, Surajit Chaudhuri, Venkatesh Ganti",VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases,2002,eliminating fuzzy duplicates in data warehouses,rohit ananthakrishna surajit chaudhuri venkatesh ganti,315
53908a9620f70186a0da4739,Publish/Subscribe on the Web at Extreme Speed,"João Pereira, Françoise Fabret, François Llirbat, Radu Preotiuc-Pietro, Kenneth A. Ross, Dennis Shasha",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,publish subscribe on the web at extreme speed,jo o pereira fran oise fabret fran ois llirbat radu preotiuc pietro kenneth a ross dennis shasha,2188
5390881220f70186a0d7e2e2,Efficient computation of Iceberg cubes with complex measures,"Jiawei Han, Jian Pei, Guozhu Dong, Ke Wang",SIGMOD '01 Proceedings of the 2001 ACM SIGMOD international conference on Management of data,2001,efficient computation of iceberg cubes with complex measures,jiawei han jian pei guozhu dong ke wang,1618
539089bb20f70186a0d98ad1,Updating knowledge bases while maintaining their consistency,"Ernest Teniente, Antoni Olivé",The VLDB Journal — The International Journal on Very Large Data Bases,1995,updating knowledge bases while maintaining their consistency,ernest teniente antoni oliv,1937
539087d420f70186a0d5df65,Objects and SQL (panel session): strange relations?,Donald R. Deutsch,SIGMOD '95 Proceedings of the 1995 ACM SIGMOD international conference on Management of data,1995,objects and sql panel session strange relations,donald r deutsch,797
5390972920f70186a0dfaccc,"Highly available, fault-tolerant, parallel dataflows","Mehul A. Shah, Joseph M. Hellerstein, Eric Brewer",SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data,2004,highly available fault tolerant parallel dataflows,mehul a shah joseph m hellerstein eric brewer,78
53908b4920f70186a0dbbf76,Materializing views with minimal size to answer queries,"Rada Chirkova, Chen Li",Proceedings of the twenty-second ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2003,materializing views with minimal size to answer queries,rada chirkova chen li,2658
53908b4920f70186a0dbabf2,A configurable type hierarchy index for OODB,"Thomas A. Mueck, Martin L. Polaschek",The VLDB Journal — The International Journal on Very Large Data Bases,1997,a configurable type hierarchy index for oodb,thomas a mueck martin l polaschek,2572
5590de410cf2ce4b6f3a09cb,ACM SIGMOD Record,"",ACM SIGMOD Record,2002,acm sigmod record,"",1881
53908a9620f70186a0da473f,Rethinking Database System Architecture: Towards a Self-Tuning RISC-Style Database System,"Surajit Chaudhuri, Gerhard Weikum",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,rethinking database system architecture towards a self tuning risc style database system,surajit chaudhuri gerhard weikum,2197
53908a9720f70186a0da6a7c,XML to Relational Conversion Using Theory of Regular Tree Grammars,"Murali Mani, Dongwon Lee",Proceedings of the VLDB 2002 Workshop EEXTT and CAiSE 2002 Workshop DTWeb on Efficiency and Effectiveness of XML Tools and Techniques and Data Integration over the Web-Revised Papers,2003,xml to relational conversion using theory of regular tree grammars,murali mani dongwon lee,2466
539087dd20f70186a0d62b3d,Information visualization,"Tiziana Catarci, Isabel F. Cruz",ACM SIGMOD Record,1996,information visualization,tiziana catarci isabel f cruz,920
539087ef20f70186a0d6c8e9,Standards in practice,"Andrew Eisenberg, Jim Melton",ACM SIGMOD Record,1998,standards in practice,andrew eisenberg jim melton,1231
5390972920f70186a0dfafad,COFI approach for mining frequent itemsets revisited,"Mohammad El-Hajj, Osmar R. Zaïane",Proceedings of the 9th ACM SIGMOD workshop on Research issues in data mining and knowledge discovery,2004,cofi approach for mining frequent itemsets revisited,mohammad el hajj osmar r za ane,121
53908b4920f70186a0dbabcd,OPT++ : an object-oriented implementation for extensible database query optimization,"Navin Kabra, David J. DeWitt",The VLDB Journal — The International Journal on Very Large Data Bases,1999,opt an object oriented implementation for extensible database query optimization,navin kabra david j dewitt,2541
5390880220f70186a0d75ee5,LOF: identifying density-based local outliers,"Markus M. Breunig, Hans-Peter Kriegel, Raymond T. Ng, Jörg Sander",SIGMOD '00 Proceedings of the 2000 ACM SIGMOD international conference on Management of data,2000,lof identifying density based local outliers,markus m breunig hans peter kriegel raymond t ng j rg sander,1468
5390881220f70186a0d7e2a7,On the complexity of join predicates,"Jin-Yi Cai, Venkatesan T. Chakaravarthy, Raghav Kaushik, Jeffrey F. Naughton",PODS '01 Proceedings of the twentieth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2001,on the complexity of join predicates,jin yi cai venkatesan t chakaravarthy raghav kaushik jeffrey f naughton,1659
53908b4920f70186a0dbabb9,View management in multimedia databases,"K. Sel&#231/uk Candan, Eric Lemar, V. S. Subrahmanian",The VLDB Journal — The International Journal on Very Large Data Bases,2000,view management in multimedia databases,k sel 231 uk candan eric lemar v s subrahmanian,2585
539089bb20f70186a0d98add,AlphaSort: a cache-sensitive parallel external sort,"Chris Nyberg, Tom Barclay, Zarka Cvetanovic, Jim Gray, Dave Lomet",The VLDB Journal — The International Journal on Very Large Data Bases,1995,alphasort a cache sensitive parallel external sort,chris nyberg tom barclay zarka cvetanovic jim gray dave lomet,1948
539087e120f70186a0d66902,Rewriting queries using views in description logics,"Catriel Beeri, Alon Y. Levy, Marie-Christine Rousset",PODS '97 Proceedings of the sixteenth ACM SIGACT-SIGMOD-SIGART symposium on Principles of database systems,1997,rewriting queries using views in description logics,catriel beeri alon y levy marie christine rousset,1047
53908a9620f70186a0da4ce0,Managing a DB2 Parallel Edition Database,Gilles Fecteau,VLDB '95 Proceedings of the 21th International Conference on Very Large Data Bases,1995,managing a db2 parallel edition database,gilles fecteau,2277
5390882d20f70186a0d8dad2,Automating physical database design in a parallel database,"Jun Rao, Chun Zhang, Nimrod Megiddo, Guy Lohman",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,automating physical database design in a parallel database,jun rao chun zhang nimrod megiddo guy lohman,1814
5390881220f70186a0d7e298,The parameterized complexity of database queries,Martin Grohe,PODS '01 Proceedings of the twentieth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2001,the parameterized complexity of database queries,martin grohe,1593
539087f320f70186a0d6fdf0,Learning with refutation,Sanjay Jain,Journal of Computer and System Sciences - Fourteenth ACM SIGACT-SIGMOD-SIGART symposium on principles of database systems,1998,learning with refutation,sanjay jain,1365
539087f320f70186a0d6f95b,DBIS-toolkit: adaptable middleware for large scale data delivery,"Mehmet Altinel, Demet Aksoy, Thomas Baby, Michael Franklin, William Shapiro, Stan Zdonik",SIGMOD '99 Proceedings of the 1999 ACM SIGMOD international conference on Management of data,1999,dbis toolkit adaptable middleware for large scale data delivery,mehmet altinel demet aksoy thomas baby michael franklin william shapiro stan zdonik,1331
539087fe20f70186a0d75e3c,View-based query processing for regular path queries with inverse,"Diego Calvanese, Moshe Y. Vardi, Giuseppe de Giacomo, Maurizio Lenzerini",PODS '00 Proceedings of the nineteenth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2000,view based query processing for regular path queries with inverse,diego calvanese moshe y vardi giuseppe de giacomo maurizio lenzerini,1438
539087dd20f70186a0d644ea,Eliminating costly redundant computations from SQL trigger executions,"François Llirbat, Françoise Fabret, Eric Simon",SIGMOD '97 Proceedings of the 1997 ACM SIGMOD international conference on Management of data,1997,eliminating costly redundant computations from sql trigger executions,fran ois llirbat fran oise fabret eric simon,986
