paperId_acm,title_acm,authors_acm,venue_acm,year_acm
539087d420f70186a0d5df44,hypergraph based reorderings of outer join queries with complex predicates,gautam bhargava piyush goel bala iyer,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
539087d420f70186a0d5df47,efficient maintenance of materialized mediated views,james j lu guido moerkotte joachim schue v s subrahmanian,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
539087d420f70186a0d5df46,incremental maintenance of views with duplicates,timothy griffin leonid libkin,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
539087d420f70186a0d5df45,view maintenance in a warehousing environment,yue zhuge h ctor garc a molina joachim hammer jennifer widom,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
539087d420f70186a0d5df48,the spiffi scalable video on demand system,craig s freedman david j dewitt,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
539087d420f70186a0d5df49,fault tolerant design of multimedia servers,steven berson leana golubchik richard r muntz,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
539087d420f70186a0d5df4f,upsizing form file server to client server architectures,corporate the access team microsoft,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
539087d420f70186a0d5df4d,join queries with external text sources execution and optimization techniques,surajit chaudhuri umeshwar dayal tak w yan,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
53e9a6b5b7602d9702fead77,directv and oracle rdb the challenges of vldb transaction processing,william l gettys,sigmod conference,1995
539087d420f70186a0d5df50,the lotus notes storage system,kenneth moore,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
539087d420f70186a0d5df4c,copy detection mechanisms for digital documents,sergey brin james davis h ctor garc a molina,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
539087d420f70186a0d5df53,high availability of commercial applications,kestutis ivinskis,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
53e9b5a2b7602d97040ea267,the data that you won t find in databases tutorial panel on data exchange formats,peter buneman david maier,sigmod conference,1995
539087d420f70186a0d5df4e,object oriented rapid application development in a pc database environment,corporate fox development team microsoft,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
53e9aa95b7602d970340fe12,versant replication supporting fault tolerant object databases,yuh ming shyy h stephen au yeung c p chou,sigmod conference,1995
539087d420f70186a0d5df4a,an online video placement policy based on bandwidth to space ratio bsr,asit dan dinkar sitaram,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
539087d420f70186a0d5df4b,a database interface for file update,serge abiteboul sophie cluet tova milo,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
539087d420f70186a0d5df58,carnot and infosleuth database technology and the world wide web,d woelk b bohrer n jacobs k ong c tomlinson c unnikrishnan,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
53e9b7a6b7602d970434f15a,data extraction and transformation for the data warehouse,cass squire,sigmod conference,1995
53e9b153b7602d9703bd84d7,real world requirements for decision support implications for rdbms,sanju k bansal,sigmod conference,1995
53e9afe9b7602d9703a3d913,one size fits all database architectures do not work for dds,clark d french,sigmod conference,1995
53e99808b7602d970201b0fa,cover your assets,michael a olson,sigmod conference,1995
539087d420f70186a0d5df3e,balancing histogram optimality and practicality for query result size estimation,yannis e ioannidis viswanath poosala,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
539087d420f70186a0d5df41,temporal conditions and integrity constraints in active database systems,a prasad sistla ouri wolfson,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
539087d420f70186a0d5df61,an overview of db2 parallel edition,chaitanya baru gilles fecteau,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
539087d420f70186a0d5df60,enterprise objects framework a second generation object relational enabler,charly kleissner,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
539087d420f70186a0d5df62,informix online xps,bob gerber,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
53e99940b7602d970217d9fa,order of magnitude advantage of tpc c though massive parallelism,charles levine,sigmod conference,1995
53e9aaf3b7602d97034773ce,use of a component architecture in integrating relational and non relational storage systems,robert g atkinson,sigmod conference,1995
53e9b8a8b7602d970447f9c9,objects and sql strange relations panel,donald r deutsch,sigmod conference,1995
53e9b189b7602d9703c1378f,an overview of the emerging third generation sql standard tutorial,nelson mendon a mattos jim melton,sigmod conference,1995
53e99a85b7602d97022f71b6,leveraging the information asset,janet perna,sigmod conference,1995
53e9b36cb7602d9703e4bd5c,workflow automation applications technology and research tutorial,amit p sheth,sigmod conference,1995
53e99a98b7602d970231020b,integration approaches for cim,moira c norrie,sigmod conference,1995
53e99c7db7602d97025313f1,research and products are they relevant to each other panel,herb edelstein,sigmod conference,1995
53e9b54fb7602d97040855fe,storage technology raid and beyond,garth a gibson,sigmod conference,1995
53e9ab90b7602d97035384aa,datamine interactive rule discovery system,tomasz imielinski aashu virmani,sigmod conference,1995
539087d420f70186a0d5df6b,the algres testbed of chimera an active object oriented database system,stefano ceri piero fraternali stefano paraboschi giuseppe psaila,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
539087d420f70186a0d5df6c,the naos system,c collet t coupaye,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
53e9a01fb7602d9702906577,things every update replication customer should know,rob golding,sigmod conference,1995
539087d420f70186a0d5df6e,the reach active oodbms,a p buchmann a deutsch j zimmermann m higa,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
53e99b26b7602d97023beb7a,parallel database systems 101,jim gray,sigmod conference,1995
539087d420f70186a0d5df6f,qbi query by icons,antonio massari stefano pavani lorenzo saladini panos k chrysanthis,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
539087d420f70186a0d5df70,infoharness a system for search and retrieval of heterogeneous information,leon shklar amit sheth vipul kashyap satish thatte,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
539087d420f70186a0d5df71,design and implementation of advanced knowledge processing in the kbms krisys,j thomas s de loch n mattos,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
53e9b5f4b7602d9704147ee5,the samos active dbms prototype,stella gatziu andreas geppert klaus r dittrich,sigmod conference,1995
539087d420f70186a0d5df73,efendi federated database system of cadlab,e radeke r b ttger b burkert y engel g kachel s kolmschlag d nolte,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
53e99fc9b7602d97028a1a03,enterprise transaction processing on windows nt,greg hope,sigmod conference,1995
539087d420f70186a0d5df74,visdb a system for visualizing large databases,daniel a keim hans peter kriegel,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
539087d420f70186a0d5df75,information translation mediation and mosaic based browsing in the tsimmis system,joachim hammer h ctor garc a molina kelly ireland yannis papakonstantinou jeffrey ullman jennifer widom,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
539087d420f70186a0d5df76,semint a system prototype for semantic integration in heterogeneous databases,wen syan li chris clifton,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
53e99c4bb7602d97024f796c,shore combining the best features of oodbms and file systems,,sigmod conference,1995
53e9998bb7602d97021d04ce,the query by image content qbic system,jonathan ashley myron flickner james l hafner denis lee wayne niblack dragutin petkovic,sigmod conference,1995
53e9a060b7602d970294835d,ptool a light weight persistent object manager,robert l grossman david hanley xiao qin,sigmod conference,1995
539087d420f70186a0d5df7c,the ecrc multi database system,willem jonker heribert sch tz,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
539087d420f70186a0d5df64,indexing multimedia databases,christos faloutsos,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
539087d420f70186a0d5df7b,using the calanda time series management system,werner dreyer angelika kotz dittrich duri schmidt,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
539087d420f70186a0d5df79,pattern matching and pattern discovery in scientific program and document databases,jason t l wang kaizhong zhang dennis shasha,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
539087d420f70186a0d5df77,paradise a database system for gis applications,corporate the paradise team,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
539087d920f70186a0d5ff43,proceedings of the 1996 acm sigmod international conference on management of data,jennifer widom,joint acm sigmod international conference on management of data and acm symposium on principles of database systems,1996
539087d920f70186a0d5ff6f,data mining using two dimensional optimized association rules scheme algorithms and visualization,takeshi fukuda yasukiko morimoto shinichi morishita takeshi tokuyama,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff71,idea interactive data exploration and analysis,peter g selfridge divesh srivastava lynn o wilson,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
53e9a7d6b7602d9703116d39,fundamental techniques for order optimization,david e simmen eugene j shekita timothy malkemus,sigmod conference,1996
539087d920f70186a0d5ff77,a teradata content based multimedia object manager for massively parallel architectures,w o connell i t ieong d schrader c watson g au a biliris s choo p colin g linderman e panagos j wang t walter,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff78,fault tolerant architectures for continuous media servers,banu zden rajeev rastogi prashant shenoy avi silberschatz,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff6d,mining quantitative association rules in large relational tables,ramakrishnan srikant rakesh agrawal,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff79,optimizing queries over multimedia repositories,surajit chaudhuri luis gravano,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff7c,two techniques for on line index modification in shared nothing parallel databases,kiran j achyutuni edward omiecinski shamkant b navathe,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff74,sql query optimization reordering for a general class of queries,piyush goel bala iyer,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff73,rapid bushy join order optimization with cartesian products,bennet vance david maier,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff7e,performance tradeoffs for client server query processing,michael j franklin bj rn th r j nsson donald kossmann,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff81,hot mirroring a method of hiding parity update penalty and degradation during rebuilds for raid5,kazuhiko mogi masaru kitsuregawa,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff82,random i o scheduling in online tertiary storage systems,bruce k hillyer avi silberschatz,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff84,providing better support for a class of decision support queries,sudhir g rao antonio badia dirk van gucht,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff85,a query language for multidimensional arrays design implementation and optimization techniques,leonid libkin rona machlin limsoon wong,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff86,a super scalar sort algorithm for risc processors,ramesh c agarwal,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff80,the dangers of replication and a solution,jim gray pat helland patrick o neil dennis shasha,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff7d,query caching and optimization in distributed mediator systems,s adali k s candan y papakonstantinou v s subrahmanian,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff88,partition based spatial merge join,jignesh m patel david j dewitt,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff7f,data access for the masses through ole db,jos a blakeley,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
53e9a447b7602d9702d6286f,on line reorganization of sparsely populated b trees,chendong zou betty salzberg,sigmod conference,1996
539087d920f70186a0d5ff8d,structures for manipulating proposed updates in object oriented databases,michael doherty richard hull mohammed rupawalla,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff7a,birch an efficient data clustering method for very large databases,tian zhang raghu ramakrishnan miron livny,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff8f,safe and efficient sharing of persistent objects in thor,b liskov a adya m castro s ghemawat r gruber u maheshwari a c myers m day l shrira,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff93,goal oriented buffer management revisited,kurt p brown michael j carey miron livny,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff8a,estimating alphanumeric selectivity in the presence of wildcards,p krishnan jeffrey scott vitter bala iyer,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff94,multi dimensional resource scheduling for parallel queries,minos n garofalakis yannis e ioannidis,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff89,bifocal sampling for skew resistant join size estimation,sumit ganguly phillip b gibbons yossi matias avi silberschatz,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff83,implementing data cubes efficiently,venky harinarayan anand rajaraman jeffrey d ullman,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff87,spatial hash joins,ming ling lo chinya v ravishankar,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff9b,query execution techniques for caching expensive methods,joseph m hellerstein jeffrey f naughton,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff9a,evaluating queries with generalized path expressions,vassilis christophides sophie cluet guido moerkotte,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff9c,cost based optimization for magic algebra and implementation,praveen seshadri joseph m hellerstein hamid pirahesh t y cliff leung raghu ramakrishnan divesh srivastava peter j stuckey s sudarshan,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff98,rule languages and internal algebras for rule based optimizers,mitch cherniack stanley b zdonik,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff97,towards effective and efficient free space management,mark l mcauliffe michael j carey marvin h solomon,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff96,semi automatic self adaptive control of garbage collection rates in object databases,jonathan e cook artur w klauser alexander l wolf benjamin g zorn,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
53e9b32bb7602d9703df9017,a framework for supporting data integration using the materialized and virtual approaches,richard hull gang zhou,sigmod conference,1996
539087d920f70186a0d5ffa1,change detection in hierarchically structured information,sudarshan s chawathe anand rajaraman hector garcia molina jennifer widom,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff92,static detection of security flaws in object oriented databases,keishi tajima,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
53e9afd3b7602d9703a263db,an open storage system for abstract objects,stephen blott lukas relly hans j rg schek,sigmod conference,1996
539087d920f70186a0d5ff8b,improved histograms for selectivity estimation of range predicates,viswanath poosala peter j haas yannis e ioannidis eugene j shekita,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ffa3,a query language and optimization techniques for unstructured data,peter buneman susan davidson gerd hillebrand dan suciu,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ffa6,accessing relational databases from the world wide web,tam nguyen v srinivasan,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ffa4,is gui programming a database research problem,nita goyal charles hoch ravi krishnamurthy brian meckler michael suckow,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff9f,algorithms for deferred view maintenance,latha s colby timothy griffin leonid libkin inderpal singh mumick howard trickey,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff9d,materialized view maintenance and integrity constraint checking trading space for time,kenneth a ross divesh srivastava s sudarshan,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
539087d920f70186a0d5ff9e,maintaining database consistency in presence of value dependencies in multidatabase systems,claire morpain mich le cart jean ferri jean fran ois pons,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
558e18140cf2c779a64772bd,acm sigmod record,jennifer widom,acm sigmod record,1996
53e9b0fbb7602d9703b764b7,on the cost of monitoring and reorganization of object bases for clustering,carsten andreas gerlhof alfons kemper guido moerkotte,sigmod record,1996
53e9ab31b7602d97034bb6c4,control strategies for complex relational query processing in shared nothing systems,lionel brunie harald kosch,sigmod record,1996
53e9ba9bb7602d97046c560f,report on first international workshop on real time database systems,azer bestavros kwei jay lin sang hyuk son,sigmod record,1996
53e9b4b4b7602d9703fc847e,open issues in parallel query optimization,waqar hasan daniela florescu patrick valduriez,sigmod record,1996
53e9b3c7b7602d9703eb19ad,the bess object storage manager architecture overview,alexandros biliris euthimios panagos,sigmod record,1996
53e9af46b7602d970398679c,much ado about shared nothing,michael g norman thomas zurek peter thanisch,sigmod record,1996
53e99e04b7602d97026c5788,middle east technical university software research and development center,asuman dogac,sigmod record,1996
53e99e5bb7602d9702722274,guidelines for presentation and comparison of indexing techniques,justin zobel alistair moffat kotagiri ramamohanarao,sigmod record,1996
53e9abb2b7602d9703562b90,domains relations and religious wars,rafael camps,sigmod record,1996
53e9ae22b7602d9703836aa0,unisql s next generation object relational database management system,albert d andrea phil janus,sigmod record,1996
53e9b0b2b7602d9703b21cca,olap relational and multidimensional database systems,george colliat,sigmod record,1996
53e99ea7b7602d9702772455,scientist s called upon to take actions,xiaolei qian,sigmod record,1996
53e9b91eb7602d97045093c1,act net the active database management system manifesto a rulebase of adbms features,,sigmod record,1996
558e151d0cf2af9ee80ea41b,acm sigmod record,t h merrett h v jagadish inderpal singh mumick,acm sigmod record,1996
539087d920f70186a0d60e3a,accessing information from globally distributed knowledge repositories extended abstract,alfred v aho,pods '96 proceedings of the fifteenth acm sigact-sigmod-sigart symposium on principles of database systems,1996
539087d920f70186a0d60e3b,relational expressive power of constraint query languages,michael benedikt guozhu dong leonid libkin limsoon wong,pods '96 proceedings of the fifteenth acm sigact-sigmod-sigart symposium on principles of database systems,1996
539087d920f70186a0d60e3d,linear vs order constraint queries over rational databases extended abstract,alexei p stolboushkin michael a taitslin,pods '96 proceedings of the fifteenth acm sigact-sigmod-sigart symposium on principles of database systems,1996
539087d920f70186a0d60e40,towards practical constraint databases extended abstract,st phane grumbach jianwen su,pods '96 proceedings of the fifteenth acm sigact-sigmod-sigart symposium on principles of database systems,1996
539087d920f70186a0d60e35,proceedings of the fifteenth acm sigact sigmod sigart symposium on principles of database systems,richard hull,joint acm sigmod international conference on management of data and acm symposium on principles of database systems,1996
539087d920f70186a0d60e41,variable independence and aggregation closure,j chomicki d q goldin g m kuper,pods '96 proceedings of the fifteenth acm sigact-sigmod-sigart symposium on principles of database systems,1996
539087d920f70186a0d60e42,temporal versus first order logic to query temporal databases,serge abiteboul laurent herr jan van den bussche,pods '96 proceedings of the fifteenth acm sigact-sigmod-sigart symposium on principles of database systems,1996
539087d920f70186a0d60e48,testing complex temporal relationships involving multiple granularities and its application to data mining extended abstract,claudio bettini x sean wang sushil jajodia,pods '96 proceedings of the fifteenth acm sigact-sigmod-sigart symposium on principles of database systems,1996
539087d920f70186a0d60e44,point vs interval based query languages for temporal databases extended abstract,david toman,pods '96 proceedings of the fifteenth acm sigact-sigmod-sigart symposium on principles of database systems,1996
539087d920f70186a0d60e51,chasing constrained tuple generating dependencies,michael j maher divesh srivastava,pods '96 proceedings of the fifteenth acm sigact-sigmod-sigart symposium on principles of database systems,1996
539087d920f70186a0d60e50,verifiable properties of database transactions,michael benedikt timothy griffin leonid libkin,pods '96 proceedings of the fifteenth acm sigact-sigmod-sigart symposium on principles of database systems,1996
539087d920f70186a0d60e53,are window queries representative for arbitrary range queries,bernd uwe pagel hans werner six,pods '96 proceedings of the fifteenth acm sigact-sigmod-sigart symposium on principles of database systems,1996
539087d920f70186a0d60e4f,on genericity and parametricity extended abstract,catriel beeri tova milo paula ta shma,pods '96 proceedings of the fifteenth acm sigact-sigmod-sigart symposium on principles of database systems,1996
539087d920f70186a0d60e4e,tables as a paradigm for querying and restructuring extended abstract,marc gyssens laks v s lakshmanan iyer n subramanian,pods '96 proceedings of the fifteenth acm sigact-sigmod-sigart symposium on principles of database systems,1996
539087d920f70186a0d60e55,efficient and accurate cost models for parallel query optimization extended abstract,sumit ganguly akshay goel avi silberschatz,pods '96 proceedings of the fifteenth acm sigact-sigmod-sigart symposium on principles of database systems,1996
539087d920f70186a0d60e56,mining optimized association rules for numeric attributes,takeshi fukuda yasuhido morimoto shinichi morishita takeshi tokuyama,pods '96 proceedings of the fifteenth acm sigact-sigmod-sigart symposium on principles of database systems,1996
539087d920f70186a0d60e54,a model for the prediction of r tree performance,yannis theodoridis timos sellis,pods '96 proceedings of the fifteenth acm sigact-sigmod-sigart symposium on principles of database systems,1996
539087d920f70186a0d60e58,static analysis of intensional databases in u datalog extended abstract,elisa bertino barbara catania,pods '96 proceedings of the fifteenth acm sigact-sigmod-sigart symposium on principles of database systems,1996
539087d920f70186a0d60e4b,topological queries in spatial databases,c h papadimitriou d suciu v vianu,pods '96 proceedings of the fifteenth acm sigact-sigmod-sigart symposium on principles of database systems,1996
539087d920f70186a0d60e59,future directions and research problems in the world wide web,udi manber,pods '96 proceedings of the fifteenth acm sigact-sigmod-sigart symposium on principles of database systems,1996
539087d920f70186a0d60e57,managing conflicts between rules extended abstract,h v jagadish alberto o mendelzon inderpal singh mumick,pods '96 proceedings of the fifteenth acm sigact-sigmod-sigart symposium on principles of database systems,1996
539087d920f70186a0d60e5b,answering queries using limited external query processors extended abstract,alon y levy anand rajaraman jeffrey d ullman,pods '96 proceedings of the fifteenth acm sigact-sigmod-sigart symposium on principles of database systems,1996
539087d920f70186a0d60e5c,integrating information by outerjoins and full disjunctions extended abstract,anand rajaraman jeffrey d ullman,pods '96 proceedings of the fifteenth acm sigact-sigmod-sigart symposium on principles of database systems,1996
539087d920f70186a0d60e52,recovery for transaction failures in object based databases,man hon wong,pods '96 proceedings of the fifteenth acm sigact-sigmod-sigart symposium on principles of database systems,1996
539087d920f70186a0d60e5a,combining fuzzy information from multiple systems extended abstract,ronald fagin,pods '96 proceedings of the fifteenth acm sigact-sigmod-sigart symposium on principles of database systems,1996
539087d920f70186a0d62063,geographic database systems issues and research needs,max j egenhofer,pods '96 proceedings of the fifteenth acm sigact-sigmod-sigart symposium on principles of database systems,1996
539087d920f70186a0d62064,in memoriam paris c kanellakis,richard hull,pods '96 proceedings of the fifteenth acm sigact-sigmod-sigart symposium on principles of database systems,1996
558cfb4ee4b0b692772c9e49,acm sigmod record,michael franklin,acm sigmod record,1996
53e9ab14b7602d970349a602,the aggregate data problem a system for their definition and management,maurizio rafanelli antonia bezenchek leonardo tininini,sigmod record,1996
53e99813b7602d970202daba,dynamic information visualization,yannis e ioannidis,sigmod record,1996
53e9a958b7602d97032aeb9e,information visualization guest editors foreword,tiziana catarci isabel f cruz,sigmod record,1996
53e9b500b7602d970402fdab,spotfire an information exploration environment,christopher ahlberg,sigmod record,1996
53e9acbcb7602d970369b25e,incremental data structures and algorithms for dynamic query interfaces,egemen tanin richard beigel ben shneiderman,sigmod record,1996
53e9b7cdb7602d970437bea2,in reply to domains relations and religious wars,hugh darwen,sigmod record,1996
53e9a79eb7602d97030dd354,a response to r camps article domains relations and religious wars,c j date,sigmod record,1996
53e9b594b7602d97040da65c,applying database visualization to the world wide web,masum z hasan alberto o mendelzon dimitra vista,sigmod record,1996
53e99e6ab7602d970272e079,report from the nsf workshop on workflow and process automation in information systems,amit p sheth dimitrios georgakopoulos stef joosten marek rusinkiewicz walt scacchi jack c wileden alexander l wolf,sigmod record,1996
53e9a751b7602d970308c5f4,the mariposa distributed database management system,jeff sidell,sigmod record,1996
53e9af81b7602d97039c4d92,tcp d the challenges issues and results,ramesh bhashyam,sigmod record,1996
53e9a995b7602d97032f0f99,new standard for stored procedures in sql,andrew eisenberg,sigmod record,1996
53e9bb86b7602d97047cb68c,new programs at darpa and nsf,xiaolei qian,sigmod record,1996
53e99a4eb7602d97022b2d1f,an orthogonally persistent java,malcolm p atkinson laurent dayn s mick j jordan tony printezis susan spence,sigmod record,1996
53e9993fb7602d970217c102,3d geographic network displays,kenneth c cox stephen g eick taosong he,sigmod record,1996
53e9ac5cb7602d970362ecc1,to table or not to table a hypertabular answer,giuseppe santucci laura tarantino,sigmod record,1996
53e99b36b7602d97023d5c86,pixel oriented database visualizations,daniel a keim,sigmod record,1996
53e9ab07b7602d970348dbd7,a framework for information visualisation,jessie b kennedy kenneth j mitchell peter j barclay,sigmod record,1996
558cf1b8e4b00b95a766fdcb,acm sigmod record,michael franklin,acm sigmod record,1997
53e9addab7602d97037e07d4,management of data and services in the environmental information system uis of baden w rttemberg,wolf fritz riekert roland mayer f ll gerlinde wiest,sigmod record,1997
53e9b33db7602d9703e13425,data management for earth system science,james frew jeff dozier,sigmod record,1997
53e9aea4b7602d97038c9599,open gis and on line environmental libraries,kenn gardels,sigmod record,1997
539087dd20f70186a0d6349d,mediator languages a proposal for a standard report of an i3 pob working group held at the university of maryland april 12 and 13 1996,peter buneman louiqa raschid jeffrey ullman,acm sigmod record,1997
53e99e93b7602d9702759158,a consumer viewpoint on mediator languages a proposal for a standard,arnon rosenthal eric hughes scott renner leonard j seligman,sigmod record,1997
53e9a2ebb7602d9702bf3118,www udk a web based environmental meta information system,ralf kramer ralf nikolai arne koschel claudia rolker peter c lockemann andree keitel rudolf legat konrad zirm,sigmod record,1997
53e9a839b7602d970318585a,improving access to environmental data using context information,anthony tomasic eric simon,sigmod record,1997
53e9a0e6b7602d97029ce9e7,converting relational to object oriented databases,joseph fong,sigmod record,1997
53e9985fb7602d9702096dfe,integrating modelling systems for environmental management information systems,david j abel kerry l taylor dean kuo,sigmod record,1997
53e9b40eb7602d9703f03182,extraction of object oriented structures from existing relational databases,shekar ramanathan julia e hodges,sigmod record,1997
539087dd20f70186a0d63496,environmental information systems,oliver g nther,acm sigmod record,1997
53e9b4b4b7602d9703fc8743,opportunities in information management and assurance,xiaolei qian,sigmod record,1997
53e9b7d9b7602d9704388db5,query previews for networked information systems a case study with nasa environmental data,khoa doan catherine plaisant ben shneiderman tom bruns,sigmod record,1997
53e9bd70b7602d9704a12046,min max compression methods for medical image databases,kosmas karadimitriou john m tyler,sigmod record,1997
53e9bb72b7602d97047b70c0,an overview of data warehousing and olap technology,surajit chaudhuri umeshwar dayal,sigmod record,1997
558cf655e4b00b95a766fe42,acm sigmod record,sudha ram joan m peckham,acm sigmod record,1997
53e9b4e0b7602d9704006b0c,similarity based queries for time series data,davood rafiei alberto o mendelzon,sigmod conference,1997
539087dd20f70186a0d64490,meaningful change detection in structured data,sudarshan s chawathe hector garcia molina,sigmod '97 proceedings of the 1997 acm sigmod international conference on management of data,1997
539087dd20f70186a0d6448b,proceedings of the 1997 acm sigmod international conference on management of data,joan m peckman sudha ram michael franklin,joint acm sigmod international conference on management of data and acm symposium on principles of database systems,1997
539087dd20f70186a0d64495,concurrency and recovery in generalized search trees,marcel kornacker c mohan joseph m hellerstein,sigmod '97 proceedings of the 1997 acm sigmod international conference on management of data,1997
53e9ba0bb7602d970460b494,improved query performance with variant indexes,patrick e o neil dallan quass,sigmod conference,1997
53e99e80b7602d9702748294,cubetree organization of and bulk updates on the data cube,nick roussopoulos yannis kotidis mema roussopoulos,sigmod conference,1997
