index_acm,paperId_acm,title_acm,authors_acm,venue_acm,year_acm
359,53909f6920f70186a0e3a996,coma a system for flexible combination of schema matching approaches,hong hai do erhard rahm,vldb '02 proceedings of the 28th international conference on very large data bases,2002
360,53909f6920f70186a0e3a9ba,the rubicon of smart data,roger king,vldb '02 proceedings of the 28th international conference on very large data bases,2002
361,53909f6920f70186a0e3a9b1,a new passenger support system for public transport using mobile database access,koichi goto yahiko kambayashi,vldb '02 proceedings of the 28th international conference on very large data bases,2002
362,53909f6920f70186a0e3a9a9,dtd directed publishing with attribute translation grammars,michael benedikt chee yong chan wenfei fan rajeev rastogi shihui zheng aoying zhou,vldb '02 proceedings of the 28th international conference on very large data bases,2002
363,53909f6920f70186a0e3a9aa,a multi version cache replacement and prefetching policy for hybrid data delivery environments,andr seifert marc h scholl,vldb '02 proceedings of the 28th international conference on very large data bases,2002
364,53909f6920f70186a0e3a99d,a logical framework for scheduling workflows under resource allocation constraints,pinar senkul michael kifer ismail h toroslu,vldb '02 proceedings of the 28th international conference on very large data bases,2002
365,53909f6920f70186a0e3a9a7,reverse nearest neighbor aggregates over data streams,flip korn s muthukrishnan divesh srivastava,vldb '02 proceedings of the 28th international conference on very large data bases,2002
366,53909f6920f70186a0e3a9a4,quotient cube how to summarize the semantics of a data cube,laks v s lakshmanan jian pei jiawei han,vldb '02 proceedings of the 28th international conference on very large data bases,2002
367,53909f6920f70186a0e3a9a8,tree pattern aggregation for scalable xml data dissemination,chee yong chan wenfei fan pascal felber minos garofalakis rajeev rastogi,vldb '02 proceedings of the 28th international conference on very large data bases,2002
368,53909f6920f70186a0e3a97a,shooting stars in the sky an online algorithm for skyline queries,donald kossmann frank ramsak steffen rost,vldb '02 proceedings of the 28th international conference on very large data bases,2002
369,53909f6920f70186a0e3a98f,maintaining coherency of dynamic data in cooperating repositories,shetal shah krithi ramamritham prashant shenoy,vldb '02 proceedings of the 28th international conference on very large data bases,2002
370,53909f6920f70186a0e3a989,how to summarize the universe dynamic maintenance of quantiles,anna c gilbert yannis kotidis s muthukrishnan martin j strauss,vldb '02 proceedings of the 28th international conference on very large data bases,2002
371,53909f6920f70186a0e3a990,a bandwidth model for internet search,axel uhl,vldb '02 proceedings of the 28th international conference on very large data bases,2002
372,53909f6920f70186a0e3a97e,multi dimensional regression analysis of time series data streams,yixin chen guozhu dong jiawei han benjamin w wah jianyong wang,vldb '02 proceedings of the 28th international conference on very large data bases,2002
374,53909f6920f70186a0e3a976,a transducer based xml query processor,bertram lud scher pratik mukhopadhyay yannis papakonstantinou,vldb '02 proceedings of the 28th international conference on very large data bases,2002
376,53909f6920f70186a0e3a965,self tuning database technology and information services from wishful thinking to viable engineering,gerhard weikum axel moenkeberg christof hasse peter zabback,vldb '02 proceedings of the 28th international conference on very large data bases,2002
377,53909f6920f70186a0e3a96c,incorporating xsl processing into database engines,guido moerkotte,vldb '02 proceedings of the 28th international conference on very large data bases,2002
378,53909f6920f70186a0e3a966,referee an open framework for practical testing of recommender systems using researchindex,dan cosley steve lawrence david m pennock,vldb '02 proceedings of the 28th international conference on very large data bases,2002
379,53909f6920f70186a0e3a971,parametric query optimization for linear and piecewise linear cost functions,arvind hulgeri s sudarshan,vldb '02 proceedings of the 28th international conference on very large data bases,2002
380,53909f6920f70186a0e3a96e,chip secured data access confidential data on untrusted servers,luc bouganim philippe pucheral,vldb '02 proceedings of the 28th international conference on very large data bases,2002
381,53909f8c20f70186a0e3fe21,proceedings of the 29th international conference on very large data bases volume 29,johann christoph freytag peter c lockemann serge abiteboul michael j carey patricia g selinger andreas heuer,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
382,53909f8c20f70186a0e3fe24,the data centric revolution in networking,scott shenker,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
383,53909f8c20f70186a0e3fe26,complex queries over web repositories,sriram raghavan hector garcia molina,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
384,53909f8c20f70186a0e3fe22,a nanotechnology based approach to data storage,e eleftheriou p b chtold g cherubini a dholakia c hagleitner t loeliger a pantazi h pozidis t r albrecht g k binnig m despont u drechsler u d rig b gotsmann d jubin w h berle m a lantz h rothuizen r stutz p vettiger d wiesmann,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
385,53909f8c20f70186a0e3fe23,integrating information for on demand computing,nelson mendon a mattos,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
386,53909f8c20f70186a0e3fe2c,on the cost of multilingualism in database systems,a kumaran jayant r haritsa,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
387,53909f8c20f70186a0e3fe2d,distributed top n query processing with possibly uncooperative local systems,clement yu george philip weiyi meng,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
388,53909f8c20f70186a0e3fe30,on the minimization of xpath queries,s flesca f furfaro e masciari,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
389,53909f8c20f70186a0e3fe29,efficient mining of xml query patterns for caching,liang huai yang mong li lee wynne hsu,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
391,53909f8c20f70186a0e3fe28,an efficient and resilient approach to filtering and disseminating streaming data,shetal shah shyamshankar dharmarajan krithi ramamritham,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
392,53909f8c20f70186a0e3fe33,rrxs redundancy reducing xml storage in relations,yi chen susan davidson carmem hara yifeng zheng,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
393,53909f8c20f70186a0e3fe2b,a regression based temporal pattern mining scheme for data streams,wei guang teng ming syan chen philip s yu,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
394,53909f8c20f70186a0e3fe38,efficient processing of expressive node selecting queries on xml data in secondary storage a tree automata based approach,christoph koch,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
395,53909f8c20f70186a0e3fe31,covering indexes for xml queries bisimulation simulation negation,prakash ramanan,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
396,53909f8c20f70186a0e3fe39,query processing for high volume xml message brokering,yanlei diao michael franklin,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
397,53909f8c20f70186a0e3fe37,from tree patterns to generalized tree patterns on efficient evaluation of xquery,zhimin chen h v jagadish laks v s lakshmanan stelios paparizos,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
398,53909f8c20f70186a0e3fe43,vipas virtual link powered authority search in the web,chi chun lin ming syan chen,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
399,53909f8c20f70186a0e3fe3c,scheduling for shared window joins over data streams,moustafa a hammad michael j franklin walid g aref ahmed k elmagarmid,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
400,53909f8c20f70186a0e3fe3b,maximizing the output rate of multi way join queries over streaming information sources,stratis d viglas jeffrey f naughton josef burger,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
401,53909f8c20f70186a0e3fe44,balancing performance and data freshness in web database servers,alexandros labrinidis nick roussopoulos,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
402,53909f8c20f70186a0e3fe49,data bubbles for non vector data speeding up hierarchical clustering in arbitrary metric spaces,jianjun zhou j rg sander,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
403,53909f8c20f70186a0e3fe48,a shrinking based approach for multi dimensional data analysis,yong shi yuqing song aidong zhang,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
404,53909f8c20f70186a0e3fe47,combi operator database support for data mining applications,alexander hinneburg dirk habich wolfgang lehner,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
405,53909f8c20f70186a0e3fe46,data morphing an adaptive cache conscious storage technique,richard a hankins jignesh m patel,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
406,53909f8c20f70186a0e3fe25,the history of histograms abridged,yannis ioannidis,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
407,53909f8c20f70186a0e3fe3f,tuple routing strategies for distributed eddies,feng tian david j dewitt,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
408,53909f8c20f70186a0e3fe51,systematic development of data mining based data quality tools,dominik luebbers udo grimmer matthias jarke,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
409,53909f8c20f70186a0e3fe3d,load shedding in a data stream manager,nesime tatbul u ur etintemel stan zdonik mitch cherniack michael stonebraker,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
410,53909f8c20f70186a0e3fe2a,a framework for clustering evolving data streams,charu c aggarwal jiawei han jianyong wang philip s yu,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
411,53909f8c20f70186a0e3fe4b,star cubing computing iceberg cubes by top down and bottom up integration,dong xin jiawei han xiaolei li benjamin w wah,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
412,53909f8c20f70186a0e3fe4a,finding hierarchical heavy hitters in data streams,graham cormode flip korn s muthukrishnan divesh srivastava,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
413,53909f8c20f70186a0e3fe3e,querying the internet with pier,ryan huebsch joseph m hellerstein nick lanham boon thau loo scott shenker ion stoica,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
414,53909f8c20f70186a0e3fe52,adaptive hands off stream mining,spiros papadimitriou anthony brockwell christos faloutsos,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
415,53909f8c20f70186a0e3fe4e,continuous k nearest neighbor queries for continuously moving points with updates,glenn s iwerks hanan samet ken smith,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
416,53909f8c20f70186a0e3fe53,composing mappings among data sources,jayant madhavan alon y halevy,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
417,53909f8c20f70186a0e3fe4d,processing sliding window multi joins in continuous queries over data streams,lukasz golab m tamer zsu,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
418,53909f8c20f70186a0e3fe4f,staircase join teach a relational dbms to watch its axis steps,torsten grust maurice van keulen jens teubner,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
419,53909f8c20f70186a0e3fe3a,holistic twig joins on indexed xml documents,haifeng jiang wei wang hongjun lu jeffrey xu yu,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
420,53909f8c20f70186a0e3fe50,checks and balances monitoring data quality problems in network traffic databases,flip korn s muthukrishnan yunyue zhu,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
421,53909f8c20f70186a0e3fe4c,coarse grained optimization techniques for rewriting sql statement sequences,tobias kraft holger schwarz ralf rantzau bernhard mitschang,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
423,53909f8c20f70186a0e3fe35,projecting xml documents,am lie marian j r me sim on,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
424,53909f8c20f70186a0e3fe45,buffering accesses to memory resident index structures,jingren zhou kenneth a ross,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
425,53909f8c20f70186a0e3fe42,sash a self adaptive histogram set for dynamically changing workloads,lipyeow lim min wang jeffrey scott vitter,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
426,53909f8c20f70186a0e3fe27,xsearch a semantic search engine for xml,sara cohen jonathan mamou yaron kanza yehoshua sagiv,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
427,53909f8c20f70186a0e3fe34,mars a system for publishing xml from mixed and redundant storage,alin deutsch val tannen,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
428,53909f8c20f70186a0e3fe40,aquery query language for ordered data optimization techniques and experiments,alberto lerner dennis shasha,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
429,53909f8c20f70186a0e3fe2e,optimized query execution in large search engines with global page ordering,xiaohui long torsten suel,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
430,53909f8c20f70186a0e3fe36,mixed mode xml query processing,alan halverson josef burger leonidas galanis ameet kini rajasekar krishnamurthy ajith nagaraja rao feng tian stratis d viglas yuan wang jeffrey f naughton david j dewitt,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
431,53909f8c20f70186a0e3fe2f,path queries on compressed xml,peter buneman martin grohe christoph koch,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
432,53909f8c20f70186a0e3fe59,the generalized pre grouping transformation aggregate query optimization in the presence of dependencies,aris tsois timos sellis,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
433,53909f8c20f70186a0e3fe5c,tabular placement of relational data on mems based storage devices,hailing yu divyakant agrawal amr el abbadi,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
434,53909f8c20f70186a0e3fe5d,memory requirements for query execution in highly constrained devices,nicolas anciaux luc bouganim philippe pucheral,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
435,53909f8c20f70186a0e3fe58,temporal slicing in the evaluation of xml queries,dengfeng gao richard t snodgrass,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
436,53909f8c20f70186a0e3fe5b,bhunt automatic discovery of fuzzy algebraic constraints in relational data,paul g brown peter j hass,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
437,53909f8c20f70186a0e3fe63,anipqo almost non intrusive parametric query optimization for nonlinear cost functions,arvind hulgeri s sudarshan,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
438,53909f8c20f70186a0e3fe54,mapping adaptation under evolving schemas,yannis velegrakis ren e j miller lucian popa,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
439,53909f8c20f70186a0e3fe64,efficient approximation of optimization queries under parametric aggregation constraints,sudipto guha dimitrios gunopoulos nick koudas divesh srivastava michail vlachos,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
440,53909f8c20f70186a0e3fe68,avoiding sorting and grouping in processing queries,xiaoyu wang mitch cherniack,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
441,53909f8c20f70186a0e3fe6d,robust estimation with sampling and approximate pre aggregation,christopher jermaine,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
442,53909f8c20f70186a0e3fe6f,oasis an online and accurate technique for local alignment searches on biological sequences,colin meek jignesh m patel shruti kasetty,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
443,53909f8c20f70186a0e3fe72,improving performance with bulk inserts in oracle r trees,ning an ravi kanth v kothuri siva ravada,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
444,53909f8c20f70186a0e3fe71,data compression in oracle,meikel poess dmitry potapov,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
445,53909f8c20f70186a0e3fe73,statistics on views,c sar a galindo legaria milind m joshi florian waas ming chuan wu,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
446,53909f8c20f70186a0e3fe76,capturing global transactions from multiple recovery log files in a partitioned database system,chengfei liu bruce g lindsay serge bourbonnais elizabeth b hamel tuong c truong jens stankiewitz,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
447,53909f8c20f70186a0e3fe74,efficient query processing for multi dimensionally clustered tables in db2,bishwaranjan bhattacharjee sriram padmanabhan timothy malkemus tony lai leslie cranston matthew huras,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
448,53909f8c20f70186a0e3fe7f,who needs xml database,sophie cluet,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
449,53909f8c20f70186a0e3fe70,privacy preserving indexing of documents on the network,mayank bawa roberto j bayardo jr rakesh agrawal,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
450,53909f8c20f70186a0e3fe7e,a database striptease or how to manage your personal databases,martin kersten gerhard weikum michael franklin daniel keim alex buchmann surajit chaudhuri,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
451,53909f8c20f70186a0e3fe80,illuminating the dark side of web services,michael l brodie,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
452,53909f8c20f70186a0e3fe6c,locating data sources in large distributed systems,leonidas galanis yuan wang shawn r jeffery david j dewitt,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
453,53909f8c20f70186a0e3fe82,orientstore a schema based native xml storage system,xiaofeng meng daofeng luo mong li lee jing an,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
454,53909f8c20f70186a0e3fe62,supporting top k join queries in relational databases,ihab f ilyas walid g aref ahmed k elmagarmid,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
455,53909f8c20f70186a0e3fe89,chameleon an extensible and customizable tool for web data translation,riccardo torlone paolo atzeni,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
456,53909f8c20f70186a0e3fe77,the bea xqrl streaming xquery processor,daniela florescu chris hillery donald kossmann paul lucas fabio riccardi till westmann michael j carey arvind sundararajan geetika agrawal,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
457,53909f8c20f70186a0e3fe81,xcerpt and visxcerpt from pattern based to visual querying of xml and semistructured data,sacha berger fran ois bry sebastian schaffert christoph wieser,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
458,53909f8c20f70186a0e3fe8a,nexusscout an advanced location based application on a distributed open mediation platform,daniela nicklas matthias grossmann thomas schwarz,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
459,53909f8c20f70186a0e3fe8b,schema driven customization of web services,s abiteboul b amann j baumgarten o benjelloun f dang ngoc t milo,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
460,53909f8c20f70186a0e3fe88,web service composition with o grape and osiris,roger weber christoph schuler patrick neukomm heiko schuldt hans j schek,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
461,53909f8c20f70186a0e3fe8c,bibfinder statminer effectively mining and using coverage and overlap statistics in data integration,zaiqing nie subbarao kambhampati thomas hernandez,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
462,53909f8c20f70186a0e3fe75,a platform based on the multi dimensional data modal for analysis of bio molecular structures,srinath srinivasa sujit kumar,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
463,53909f8c20f70186a0e3fe6e,controlling access to published data using cryptography,gerome miklau dan suciu,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
464,53909f8c20f70186a0e3fe92,an interpolated volume data model,tianqiu wang simone santini amarnath gupta,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
465,53909f8c20f70186a0e3fe8e,from focused crawling to expert information an application framework for web exploration and portal generation,sergej sizov jens graupmann martin theobald,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
466,53909f8c20f70186a0e3fe93,efficacious data cube exploration by semantic summarization and compression,laks v s lakshmanan jian pei yan zhao,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
467,53909f8c20f70186a0e3fe83,managing distributed workspaces with active xml,serge abiteboul j r me baumgarten angela bonifati gr gory cob na cosmin cremarenco florin dragan ioana manolescu tova milo nicoleta preda,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
469,53909f8c20f70186a0e3fe97,large scale standards based earth observation imagery and web mapping services,peter baumann,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
470,53909f8c20f70186a0e3fe96,irisnet an architecture for internet scale sensing services,suman nath amol deshpande yan ke phillip b gibbons brad karp srinivasan seshan,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
471,53909f8c20f70186a0e3fe9c,constructing and integrating data centric web applications methods tools and techniques,stefano ceri ioana manolescu,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
472,53909f8c20f70186a0e3fe98,privacy enhanced data management for next generation e commerce,chris clifton irini fundulaki richard hull bharat kumar daniel lieuwen arnaud sahuguet,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
473,53909f8c20f70186a0e3fe8f,cacheportal ii acceleration of very large scale data center hosted database driven web applications,wen syan li oliver po wang pin hsiung k sel uk candan divyakant agrawal yusuf akca kunihiro taniguchi,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
474,53909f8c20f70186a0e3fe65,the tpr tree an optimized spatio temporal access method for predictive queries,yufei tao dimitris papadias jimeng sun,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
475,53909f8c20f70186a0e3fe57,the nd tree a dynamic indexing technique for multidimensional non ordered discrete data spaces,gang qian qiang zhu qiang xue sakti pramanik,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
476,53909f8c20f70186a0e3fe66,query processing in spatial network databases,dimitris papadias jun zhang nikos mamoulis yufei tao,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
477,53909f8c20f70186a0e3fe85,a system for keyword proximity search on xml databases,andrey balmin vagelis hristidis nick koudas yannis papakonstantinou divesh srivastava tianqiu wang,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
478,53909f8c20f70186a0e3fe56,supporting frequent updates in r trees a bottom up approach,mong li lee wynne hsu christian s jensen bin cui keng lik teo,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
479,53909f8c20f70186a0e3fe86,xiss r xml indexing and storage system using rdbms,philip j harding quanzhong li bongki moon,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
480,53909f8c20f70186a0e3fe5e,lachesis robust database storage management based on device specific performance characteristics,jiri schindler anastassia ailamaki gregory r ganger,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
481,53909f8c20f70186a0e3fe6a,efficient ir style keyword search over relational databases,vagelis hristidis luis gravano yannis papakonstantinou,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
482,53909f8c20f70186a0e3fe95,chip secured data access reconciling access rights with data encryption,luc bouganim fran ois dang ngoc philippe pucheral lilan wu,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
483,53909f8c20f70186a0e3fe9a,data stream query processing a tutorial,nick koudas divesh srivastava,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
484,53909f8c20f70186a0e3fe9b,grid data management systems services,arun jagatheesan reagan moore norman w paton paul watson,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
485,53909f8c20f70186a0e3fe94,quiet continuous query driven index tuning,kai uwe sattler ingolf geist eike schallehn,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
486,53909f8c20f70186a0e3fe99,the semantic web semantics for data on the web,stefan decker vipul kashyap,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
487,53909f8c20f70186a0e3fe90,atlas a small but complete sql extension for data mining and data streams,haixun wang carlo zaniolo chang richard luo,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
488,53909f8c20f70186a0e3fe55,locking protocols for materialized aggregate join views,gang luo jeffrey f naughton curt j ellmann michael w watzke,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
489,53909f8c20f70186a0e3fe8d,s topss semantic toronto publish subscribe system,milenko petrovic ioana burcea hans arno jacobsen,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
490,53909f8c20f70186a0e3fe87,implementing xquery 1 0 the galax experience,mary fern ndez j r me sim on byron choi am lie marian gargi sur,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
491,53909f8c20f70186a0e3fe69,operator scheduling in a data stream manager,don carney u ur etintemel alex rasin stan zdonik mitch cherniack mike stonebraker,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
492,53909f8c20f70186a0e3fe84,xquec pushing queries to compressed xml data,andrei arion angela bonifati gianni costa sandra d aguanno ioana manolescu andrea pugliese,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
493,53909f8c20f70186a0e3fe61,a dependability benchmark for oltp application environments,marco vieira henrique madeira,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
494,53909f8c20f70186a0e3fe7d,the zero delay data warehouse mobilizing heterogeneous database,eva k hn,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
495,53909f8c20f70186a0e3fe6b,merging models based on given correspondences,rachel a pottinger philip a bernstein,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
496,53909f8c20f70186a0e3fe79,integrated data management for mobile services in the real world,c hage c s jensen t b pedersen l speicys i timko,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
497,53909f8c20f70186a0e3fe5f,cache tables paving the way for an adaptive database cache,mehmet altinel christof bornh vd sailesh krishnamurthy c mohan hamid pirahesh berthold reinwald,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
498,53909f8c20f70186a0e3fe78,xml schemas in oracle xml db,ravi murthy sandeepan banerjee,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
499,53909f8c20f70186a0e3fe7a,web services industrial session,l f cabrera,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
500,53909f8c20f70186a0e3fe7c,commercial use of database technology,harald sch ning,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
501,53909f8c20f70186a0e3fe7b,grid and applications industrial session,frank leymann,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
502,53909f8c20f70186a0e3fe60,primitives for workload summarization and implications for sql,surajit chaudhuri prasanna ganesan vivek narasayya,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
503,53909f8c20f70186a0e3fe67,multiscale histograms summarizing topological relations in large spatial datasets,xuemin lin qing liu yidong yuan xiaofang zhou,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
504,53909f8c20f70186a0e3fe5a,estimating the output cardinality of partial preaggregation with a measure of clusteredness,sven helmer thomas neumann guido moerkotte,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,2003
505,53909f8c20f70186a0e4018b,proceedings of the thirtieth international conference on very large data bases volume 30,mario a nascimento m tamer zsu donald kossmann ren e j miller jos a blakeley k bernhard schiefer,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
506,53909f8c20f70186a0e4018c,databases in a wireless world,david yach,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
507,53909f8c20f70186a0e4018e,whither data mining,rakesh agrawal ramakrishnan srikant,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
508,53909f8c20f70186a0e40191,practical suffix tree construction,sandeep tata richard a hankins jignesh m patel,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
509,53909f8c20f70186a0e40195,client based access control management for xml documents,luc bouganim fran ois dang ngoc philippe pucheral,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
510,53909f8c20f70186a0e40192,answering xpath queries over networks by sending minimal views,keishi tajima yoshiki fukui,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
511,53909f8c20f70186a0e4019b,taming xpath queries by minimizing wildcard steps,chee yong chan wenfei fan yiming zeng,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
512,53909f8c20f70186a0e4018f,compressing large boolean matrices using reordering techniques,david johnson shankar krishnan jatin chhugani subodh kumar suresh venkatasubramanian,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
513,53909f8c20f70186a0e4019c,the next framework for logical xquery optimization,alin deutsch yannis papakonstantinou yu xu,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
514,53909f8c20f70186a0e40196,secure xml publishing without information leakage in the presence of data inference,xiaochun yang chen li,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
515,53909f8c20f70186a0e4019a,efficient xml to sql query translation where to add the intelligence,rajasekar krishnamurthy raghav kaushik jeffrey f naughton,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,2004
